PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS50M_MIN,2005,0.18,0.07,0.21,0.06,0.25,0.41,0.77,0.33,0.31,0.48,0.3,0.43,0.06
WS50M_MIN,2006,0.15,0.02,0.27,0.2,0.18,0.31,3.66,2.23,0.12,0.09,0.41,0.3,0.02
WS50M_MIN,2007,0.78,0.06,0.09,0.16,0.34,0.73,0.69,1.02,0.29,0.42,0.27,0.21,0.06
WS50M_MIN,2008,0.23,0.32,0.07,0.12,0.22,0.22,0.5,0.21,0.45,0.23,0.08,0.27,0.07
WS50M_MIN,2009,0.62,0.48,0.18,0.41,0.17,0.75,0.27,0.32,0.27,0.12,0.27,0.55,0.12
WS50M_MIN,2010,0.29,0.34,0.21,0.12,0.36,0.14,1.07,0.48,0.55,0.7,0.61,0.05,0.05
WS50M_MIN,2011,0.16,0.12,0.45,0.35,0.46,0.66,0.52,0.5,0.34,0.06,0.48,0.6,0.06
WS50M_MIN,2012,0.12,0.38,0.2,0.09,0.12,0.12,0.42,0.56,0.25,0.3,0.2,0.05,0.05
WS50M_MIN,2013,0.5,0.4,0.05,0.24,0.26,0.09,2.67,0.33,0.08,0.16,1.06,0.09,0.05
WS50M_MIN,2014,0.65,0.44,0.03,0.31,0.29,0.25,1.01,0.35,0.49,0.07,0.14,0.45,0.03
WS50M_MIN,2015,0.44,0.17,0.14,0.27,0.17,0.41,0.55,0.23,0.23,0.52,0.94,0.13,0.13
WS50M_MIN,2016,0.03,0.23,0.22,0.16,0.22,0.21,1.55,0.45,0.64,0.16,0.23,0.51,0.03
WS50M_MIN,2017,0.38,0.36,0.3,0.16,0.13,0.2,2.79,0.19,0.2,0.18,0.65,0.41,0.13
WS50M_MIN,2018,0.48,0.41,0.04,0.19,0.1,0.13,2.15,0.71,0.08,0.42,0.5,0.12,0.04
WS50M_MIN,2019,0.22,0.22,0.34,0.21,0.17,0.29,0.75,0.42,0.2,0.8,0.46,1.26,0.17
WS50M_MIN,2020,0.16,0.5,0.06,0.2,0.12,0.34,0.16,0.39,0.07,0.07,0.6,0.38,0.06
WS50M_MIN,2021,0.29,0.34,0.27,0.25,0.25,0.66,0.12,0.03,0.15,0.16,0.56,0.31,0.03
PS,1981,97.02,96.82,96.66,96.29,96.02,95.76,95.9,95.92,96.19,96.67,96.86,97.15,96.44
PS,1982,96.96,96.72,96.54,96.33,96.24,95.85,95.89,95.95,96.32,96.75,96.87,97.04,96.45
PS,1983,97.03,96.73,96.57,96.33,96.09,95.84,95.88,95.89,96.08,96.5,97.06,97.01,96.42
PS,1984,96.75,96.71,96.56,96.17,95.85,95.73,95.85,95.96,96.31,96.57,96.96,96.77,96.35
PS,1985,96.83,96.4,96.47,96.15,95.84,95.83,95.99,95.96,96.24,96.55,96.88,96.96,96.34
PS,1986,96.94,96.73,96.49,96.23,95.99,95.78,95.95,96,96.33,96.65,96.81,97.02,96.41
PS,1987,97.04,96.92,96.6,96.35,96.36,95.85,96.09,95.96,96.32,96.62,96.73,97.11,96.49
PS,1988,96.91,96.67,96.44,96.34,95.85,95.88,95.87,95.97,96.06,96.58,96.98,97.1,96.39
PS,1989,96.84,96.83,96.56,96.28,95.86,95.93,95.9,95.91,96.26,96.59,97.02,97.09,96.42
PS,1990,97.01,96.72,96.59,96.21,95.97,95.88,95.96,95.96,96.23,96.65,96.88,97.08,96.43
PS,1991,96.92,96.84,96.49,96.28,96.05,95.78,95.8,96.04,96.39,96.53,97,97.01,96.43
PS,1992,97.16,96.79,96.64,96.39,96.03,95.75,95.94,96.02,96.27,96.58,96.89,97.19,96.47
PS,1993,97,96.88,96.69,96.39,96.02,95.92,95.85,96.11,96.22,96.7,96.93,97.11,96.48
PS,1994,96.89,96.68,96.56,96.36,96.04,95.72,95.8,95.98,96.36,96.65,97.05,97.18,96.44
PS,1995,97.1,96.8,96.62,96.38,96,95.75,95.83,95.99,96.18,96.48,96.77,97.18,96.42
PS,1996,96.87,96.74,96.44,96.29,96.08,95.86,95.85,96,96.11,96.53,96.83,97.04,96.38
PS,1997,97,96.77,96.66,96.5,96.17,96.07,95.88,96.07,96.43,96.92,96.91,97,96.53
PS,1998,96.97,96.92,96.66,96.39,96.02,95.8,95.9,96.06,96.11,96.44,96.78,97.1,96.43
PS,1999,96.87,96.89,96.34,96.12,95.95,95.94,95.84,96.08,96.19,96.48,96.92,97.02,96.39
PS,2000,96.87,96.64,96.52,96.14,96.05,95.81,95.85,95.92,96.29,96.46,96.77,96.94,96.36
PS,2001,96.81,96.63,96.49,96.38,95.98,95.87,95.93,96.02,96.27,96.52,96.89,97.17,96.41
PS,2002,96.93,96.96,96.55,96.28,95.96,95.91,96.07,96,96.37,96.62,96.86,96.99,96.46
PS,2003,97.06,96.76,96.59,96.33,96.04,95.84,95.96,96.05,96.21,96.58,97,97.09,96.46
PS,2004,96.92,96.89,96.55,96.28,96.04,95.99,95.95,96,96.35,96.78,96.99,97.01,96.48
PS,2005,96.88,96.87,96.63,96.49,96.08,95.79,95.9,96.1,96.13,96.6,96.96,96.95,96.45
PS,2006,97,96.85,96.57,96.28,96.05,95.98,95.9,95.98,96.25,96.8,96.92,97.09,96.47
PS,2007,97.09,96.77,96.59,96.36,96.01,95.81,95.91,95.98,96.06,96.6,96.9,96.95,96.42
PS,2008,96.86,96.8,96.5,96.3,96.01,95.94,95.91,96,96.23,96.7,96.83,96.95,96.42
PS,2009,96.99,96.72,96.56,96.29,95.96,95.92,95.84,96.12,96.22,96.61,96.83,97,96.42
PS,2010,97.1,96.8,96.63,96.37,95.95,95.97,95.94,96,96.23,96.4,96.73,96.74,96.4
PS,2011,96.88,96.73,96.56,96.36,96.08,95.87,95.85,95.93,96.18,96.66,96.87,96.88,96.4
PS,2012,96.84,96.7,96.57,96.3,96.01,95.91,95.87,96.01,96.25,96.71,96.78,96.87,96.4
PS,2013,96.96,96.84,96.63,96.3,95.93,95.83,95.78,96.06,96.21,96.49,96.93,96.97,96.41
PS,2014,97.08,96.76,96.8,96.48,96.19,95.89,95.94,96.12,96.33,96.75,96.91,97,96.52
PS,2015,97.08,96.9,96.83,96.49,96.15,95.98,96.04,96.21,96.38,96.76,96.88,97.03,96.56
PS,2016,97.03,96.84,96.66,96.32,96.09,95.96,95.99,96.05,96.21,96.6,96.95,97,96.47
PS,2017,97.02,96.95,96.57,96.33,96.11,95.98,96.01,96.03,96.32,96.49,96.81,97,96.47
PS,2018,96.87,96.89,96.6,96.33,96.08,95.92,95.89,96.01,96.43,96.78,96.93,97.03,96.48
PS,2019,97.11,96.93,96.66,96.36,96.14,95.93,95.93,95.99,96.25,96.72,96.92,97.06,96.5
PS,2020,96.98,96.99,96.66,96.5,96.15,95.99,95.99,95.95,96.14,96.37,96.98,96.98,96.47
PS,2021,96.82,96.89,96.64,96.43,96.12,96.06,95.9,96.1,96.06,96.53,96.74,97.06,96.44
