PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS10M_MIN,1994,0.05,0.35,0.11,0,0.04,1.04,0.92,0.27,0.12,0.09,0.11,0.05,0
WS10M_MIN,1995,0.2,0.25,0.24,0.09,0.22,0.48,0.27,0.44,0.18,0.27,0.08,0.12,0.08
WS10M_MIN,1996,0.11,0.16,0.27,0.16,0.03,0.27,0.15,0.07,0.06,0.09,0.12,0.02,0.02
WS10M_MIN,1997,0.13,0.22,0.13,0.09,0.03,0.35,0.55,0.26,0.11,0.23,0.27,0.37,0.03
WS10M_MIN,1998,0.23,0.25,0.05,0.11,0.19,0.19,0.2,0.16,0.06,0.14,0.16,0.1,0.05
WS10M_MIN,1999,0.09,0.28,0.08,0.28,0.05,0.51,0.73,0.07,0.32,0.13,0.18,0.47,0.05
WS10M_MIN,2000,0.1,0.18,0.16,0.08,0.04,0.2,0.02,0.09,0.2,0.21,0.07,0.05,0.02
WS10M_MIN,2001,0.4,0.09,0.27,0.34,0.1,0.76,0.17,0.51,0.07,0.16,0.11,0.59,0.07
WS10M_MIN,2002,0.15,1.02,0.08,0.12,0.12,0.05,0.34,0.36,0.27,0.02,0.07,0.07,0.02
WS10M_MIN,2003,0.11,0.23,0.09,0.29,0.3,1.27,0.2,0.26,0.28,0.19,0.1,0.12,0.09
WS10M_MIN,2004,0.21,0.12,0.13,0.24,0.27,0.16,0.91,1.09,0.21,0.12,0.04,0.05,0.04
WS10M_MIN,2005,0.07,0.11,0.1,0.25,0.1,0.3,0.11,0.38,0.23,0.12,0.02,0.09,0.02
WS10M_MIN,2006,0.1,0.09,0.27,0.09,0.06,0.34,1.7,0.99,0.02,0.23,0.05,0.05,0.02
WS10M_MIN,2007,0.12,0.15,0.11,0.29,0.05,0.14,0.09,0.2,0.13,0.34,0.06,0.21,0.05
WS10M_MIN,2008,0.12,0.05,0.34,0.23,0.38,0.41,0.23,0.42,0.12,0.12,0.05,0.11,0.05
WS10M_MIN,2009,0.04,0.04,0.19,0.23,0.12,0.38,0.59,0.07,0.26,0.19,0.09,0.09,0.04
WS10M_MIN,2010,0.14,0.02,0.02,0.09,0.16,0.38,0.45,0.21,0.19,0.09,0.07,0.18,0.02
WS10M_MIN,2011,0.36,0.21,0.27,0.13,0,0.26,0.22,0.43,0.54,0.45,0.19,0.15,0
WS10M_MIN,2012,0.13,0.19,0.11,0.12,0.26,0.8,0.2,0.39,0.49,0.05,0.23,0.07,0.05
WS10M_MIN,2013,0.38,0.14,0.17,0.14,0.45,1,1.92,0.09,0.14,0.35,0.22,0.72,0.09
WS10M_MIN,2014,0.29,0.18,0.1,0.13,0.12,0.09,1.01,0.27,0.23,0.08,0.34,0.25,0.08
WS10M_MIN,2015,0.51,0.2,0.34,0.03,0.03,0.29,0.15,0.51,0.12,0.2,0.63,0.23,0.03
WS10M_MIN,2016,0.11,0.27,0.23,0.42,0.06,0.1,0.56,0.19,0.23,0.27,0.41,0.09,0.06
WS10M_MIN,2017,0.26,0.31,0.26,0.11,0.04,0.41,0.23,0.41,0.41,0.09,0.15,0.34,0.04
WS10M_MIN,2018,0.02,0.27,0.12,0.05,0.09,0.18,0.53,0.48,0.2,0.11,0.27,0.12,0.02
WS10M_MIN,2019,0.4,0.3,0.24,0.23,0.12,0.18,0.05,0.53,0.33,0.09,0.35,0.05,0.05
WS10M_MIN,2020,0.17,0.42,0.32,0.27,0.25,0.02,0.23,0.66,0.14,0.3,0.14,0.26,0.02
WS10M_MIN,2021,0.09,0.22,0.31,0.18,0.26,0.1,0.25,0.22,0.2,0.16,0.16,0.16,0.09
WS50M_MAX,1981,9.69,9.48,9.56,9.74,12.51,14.19,12.62,13.91,10.06,7.06,8.55,10.37,14.19
WS50M_MAX,1982,9.31,10.46,9.74,10.75,10.91,12.94,13.04,11.45,10.72,9.11,9.12,8.57,13.04
WS50M_MAX,1983,9.43,9.82,10.36,11.68,12.24,13.88,13.15,15.13,9.07,12.48,8.23,8.59,15.13
WS50M_MAX,1984,9.89,10.18,9.52,12.06,11.77,12.93,11.99,12.12,9.84,8.7,8.52,9.45,12.93
WS50M_MAX,1985,9.27,10.52,10.63,10.18,13.51,13.44,12.7,11.84,10.13,9.1,8.42,8.05,13.51
WS50M_MAX,1986,9.38,9.91,10.17,11.78,13.5,12.85,14.23,17.39,8.98,7.73,7.39,9.17,17.39
WS50M_MAX,1987,9.38,10.1,9.13,12.66,11.07,11.98,11.98,10.89,11.03,10.88,13.51,8.68,13.51
WS50M_MAX,1988,8.32,10.09,11.04,10.77,10.28,11.59,13.7,11.67,10.19,7.64,10.25,9.54,13.7
WS50M_MAX,1989,9.73,9.55,10.7,10.38,14.34,15.66,19.22,13.08,9.95,6.44,7.61,8.61,19.22
WS50M_MAX,1990,8.48,9.18,9.56,10.58,18.05,14.18,12.24,14.59,8.7,9.82,8.28,8.58,18.05
WS50M_MAX,1991,9.7,9.87,10.26,10.2,12.44,14.1,14.28,12.2,8.72,7.91,8,9.88,14.28
WS50M_MAX,1992,9.07,9.89,9.81,9.73,10.67,16.12,12.75,12.14,11.43,10.55,8.35,7.52,16.12
WS50M_MAX,1993,9.17,9.81,10.21,10.45,13.11,15.46,12.01,11.38,9.2,7.14,7.98,6.72,15.46
WS50M_MAX,1994,8.69,10.47,9.55,9.78,12.38,11.88,15.47,11.34,10.59,11.59,8.17,7.16,15.47
WS50M_MAX,1995,11.45,10.12,10.26,9.57,13.09,13.61,11.99,10.99,13.66,9.07,9.45,8.24,13.66
WS50M_MAX,1996,9.71,10.34,10.51,10.09,11.68,13.24,12.49,12.08,10.95,9.11,8.92,8.3,13.24
WS50M_MAX,1997,8.62,9.52,9.32,10.33,11.37,11.77,13.21,12.32,7.99,7.17,7,8.33,13.21
WS50M_MAX,1998,9.27,9.91,10.52,10.6,12.05,13.84,11.82,8.93,8.94,9.82,8.7,6.15,13.84
WS50M_MAX,1999,8.49,9.59,9.55,11.07,12.14,13.28,13.14,11.88,11.93,8.74,8.56,8.75,13.28
WS50M_MAX,2000,9.27,10.67,9.9,9.77,11.55,11.25,12.91,12.86,10.64,8.11,8.13,7.84,12.91
WS50M_MAX,2001,8.46,10.06,9.59,9.98,12.98,15.52,13.08,12.39,8.3,9.24,9.92,6.89,15.52
WS50M_MAX,2002,9.47,9.78,10.3,10.02,15.16,12.57,12.9,14.3,10.11,9.14,7.99,7.94,15.16
WS50M_MAX,2003,9.41,10.34,11.72,11.62,12.09,11.66,11.91,10.88,9.71,9.78,6.79,9.83,12.09
WS50M_MAX,2004,9.76,8.44,9.64,10.09,12.01,13.69,12.74,12.3,10.4,8.69,8.02,8.13,13.69
WS50M_MAX,2005,9.98,10.38,9.87,10.15,10.73,14.37,14.76,11.19,13.73,8.4,7.35,7.08,14.76
WS50M_MAX,2006,8.02,9.2,9.82,9.06,10.17,10.14,14.84,16.63,10.7,6.98,6.33,7.06,16.63
WS50M_MAX,2007,8.38,9.86,9.97,9.32,12.42,15.19,14.04,16.79,9.74,9.2,8.79,7.07,16.79
WS50M_MAX,2008,8.84,10.01,10.34,9.55,12.62,12.06,14.62,13.78,10.62,8.47,8.58,6.31,14.62
WS50M_MAX,2009,7.91,8.52,9.56,9.65,12.68,12,13.76,9.83,9.59,10.64,7.31,7.09,13.76
WS50M_MAX,2010,7.83,9.3,9.69,11.2,13.32,12.77,11.78,11.54,10.64,9.66,9.34,7.73,13.32
WS50M_MAX,2011,9.35,10.25,9.91,10.43,10.45,13.27,10.91,11.28,10.54,7.91,7.58,8.8,13.27
WS50M_MAX,2012,9,8.91,9.84,10.26,13.27,12.85,11.54,12.51,10.2,9.45,9.97,8.59,13.27
WS50M_MAX,2013,8.7,9.84,9.83,9.61,13.02,14.37,14.66,12.31,8.88,9.04,8.59,8.52,14.66
WS50M_MAX,2014,8.73,9.9,9,9.84,11.52,12.95,13.36,11.38,11.71,13.09,8.15,8.8,13.36
WS50M_MAX,2015,8.74,9.66,10.06,10.01,12.09,16.41,12.12,11.44,11.12,7.5,8.68,9.09,16.41
WS50M_MAX,2016,8.75,10.57,10.22,10.36,14.46,12.45,14.9,12.67,10.3,8.07,7.2,8.3,14.9
WS50M_MAX,2017,8.18,9.02,9.8,9.48,12.43,10.52,14.05,11.38,8.68,7.88,8.04,7.99,14.05
WS50M_MAX,2018,6.73,8.38,9.06,9.84,11.22,11.52,12.44,12.59,14.7,10.97,7.09,9.92,14.7
WS50M_MAX,2019,9.59,9.05,11.39,10.44,11.35,12.09,13.14,12.93,11.91,5.72,6.55,8.2,13.14
WS50M_MAX,2020,8.95,9.36,9.42,9.62,11.02,10.4,10.02,12.65,8.84,12.77,7.58,5.77,12.77
WS50M_MAX,2021,7.73,9.45,8.59,9.04,12.87,12.65,15.05,10.97,9.8,6.89,7.02,7.82,15.05
WS50M_MIN,1981,0.08,0.42,0.16,0.05,0.03,0.24,1.25,0.48,0.29,0.17,0.44,0.16,0.03
WS50M_MIN,1982,0.53,0.14,0.11,0.09,0.33,0.44,0.23,2.39,0.09,0.13,0.33,0.16,0.09
WS50M_MIN,1983,0.16,0.12,0.2,0.19,0.36,0.55,0.85,1.27,0.27,0.28,0.45,0.19,0.12
WS50M_MIN,1984,0.88,0.23,0.15,0.05,0.23,0.34,0.67,0.16,0.13,0.31,0.16,0.05,0.05
WS50M_MIN,1985,1.22,0.18,0.28,0.16,0.6,0.36,0.62,0.17,0.14,0.29,0.17,0.45,0.14
WS50M_MIN,1986,0.5,0.94,0.35,0.45,0.1,0.1,0.85,0.12,0.12,0.36,0.41,0.11,0.1
WS50M_MIN,1987,0.48,0.99,0.22,0.27,0.22,0.21,1.02,0.02,0.45,0.42,0.04,0.22,0.02
WS50M_MIN,1988,1.05,0.52,0.46,0.26,0.07,0.73,0.1,0.56,0.38,0.14,0.05,0.08,0.05
WS50M_MIN,1989,0.31,0.31,0.38,0.23,0.02,0.59,0.78,1.52,0.34,0.03,0.15,0.16,0.02
WS50M_MIN,1990,0.35,0.03,0.21,0.3,0.18,0.4,0.74,0.26,1.66,0.19,0.09,0.38,0.03
WS50M_MIN,1991,0.16,0.12,0.51,0.23,0.17,0.38,0.13,2.48,0.1,0.17,0.43,0.29,0.1
WS50M_MIN,1992,0.23,0.34,0.06,0.54,0.16,0.14,0.17,2.19,0.43,0.4,0.1,0.21,0.06
WS50M_MIN,1993,0.31,0.24,0.15,0.69,0.23,0.79,2.16,0.35,0.3,0.08,0.12,0.18,0.08
WS50M_MIN,1994,0.1,0.45,0.12,0.05,0.1,1.2,1.85,0.43,0.18,0.21,0.15,0.2,0.05
WS50M_MIN,1995,0.22,0.13,0.07,0.17,0.5,0.57,0.37,0.54,0.28,0.37,0.11,0.27,0.07
WS50M_MIN,1996,0.14,0.2,0.32,0.31,0.06,0.61,0.2,0.08,0.06,0.12,0.16,0.05,0.05
WS50M_MIN,1997,0.2,0.15,0.11,0.2,0.32,0.51,0.75,0.38,0.16,0.3,0.34,0.44,0.11
WS50M_MIN,1998,0.04,0.16,0.12,0.21,0.19,0.26,0.07,0.21,0.09,0.2,0.13,0.1,0.04
WS50M_MIN,1999,0.08,0.42,0.1,0.34,0.09,0.9,0.95,0.09,0.48,0.17,0.24,0.63,0.08
WS50M_MIN,2000,0.19,0.13,0.27,0.05,0.02,0.48,0.08,0.15,0.27,0.18,0.12,0.07,0.02
WS50M_MIN,2001,0.33,0.11,0.38,0.41,0.06,1.3,0.27,0.63,0.13,0.27,0.19,0.66,0.06
WS50M_MIN,2002,0.16,1.14,0.07,0.17,0.12,0.27,0.54,0.43,0.35,0.04,0.09,0.1,0.04
WS50M_MIN,2003,0.14,0.14,0.12,0.3,0.46,2.05,0.5,0.41,0.54,0.24,0.12,0.1,0.1
WS50M_MIN,2004,0.12,0.16,0.11,0.33,0.38,0.23,1.34,1.79,0.38,0.23,0.04,0.09,0.04
WS50M_MIN,2005,0.08,0.33,0.2,0.4,0.19,0.46,0.17,0.55,0.34,0.14,0.03,0.09,0.03
WS50M_MIN,2006,0.15,0.12,0.27,0.08,0.09,0.09,2.87,1.52,0.04,0.24,0.07,0.09,0.04
WS50M_MIN,2007,0.12,0.22,0.24,0.48,0.07,0.16,0.2,0.29,0.19,0.6,0.11,0.31,0.07
WS50M_MIN,2008,0.15,0.09,0.42,0.14,0.2,0.48,0.39,0.59,0.19,0.05,0.03,0.12,0.03
WS50M_MIN,2009,0.09,0.06,0.08,0.2,0.02,0.74,0.88,0.16,0.27,0.49,0.13,0.12,0.02
WS50M_MIN,2010,0.22,0.07,0.17,0.17,0.27,0.62,0.66,0.24,0.24,0.19,0.07,0.27,0.07
WS50M_MIN,2011,0.25,0.36,0.3,0.15,0.27,0.28,0.23,0.66,0.82,0.48,0.17,0.26,0.15
WS50M_MIN,2012,0.39,0.26,0.2,0.19,0.27,1.39,0.37,0.55,0.73,0.04,0.27,0.09,0.04
WS50M_MIN,2013,0.48,0.1,0.27,0.03,0.52,1.23,3.16,0.12,0.2,0.51,0.32,0.81,0.03
WS50M_MIN,2014,0.16,0.26,0.13,0.21,0.18,0.14,1.6,0.22,0.34,0.1,0.51,0.34,0.1
WS50M_MIN,2015,0.48,0.09,0.3,0.18,0.16,0.08,0.33,0.78,0.21,0.22,0.88,0.07,0.07
WS50M_MIN,2016,0.11,0.24,0.33,0.58,0.15,0.2,0.88,0.23,0.55,0.41,0.32,0.12,0.11
WS50M_MIN,2017,0.09,0.08,0.17,0.06,0.19,0.53,0.34,0.56,0.55,0.12,0.2,0.24,0.06
WS50M_MIN,2018,0.04,0.24,0.2,0.17,0.29,0.15,0.97,0.73,0.21,0.16,0.39,0.24,0.04
WS50M_MIN,2019,0.5,0.43,0.08,0.23,0.3,0.17,0.06,0.79,0.33,0.11,0.42,0.05,0.05
WS50M_MIN,2020,0.09,0.66,0.38,0.19,0.39,0.22,0.18,0.98,0.2,0.33,0.22,0.35,0.09
WS50M_MIN,2021,0.09,0.16,0.29,0.02,0.3,0.17,0.3,0.36,0.26,0.09,0.26,0.25,0.02
PS,1981,97.94,97.74,97.59,97.2,96.94,96.67,96.84,96.83,97.09,97.56,97.74,98.05,97.35
PS,1982,97.92,97.64,97.45,97.25,97.14,96.75,96.8,96.86,97.2,97.65,97.8,98,97.37
PS,1983,97.98,97.64,97.47,97.23,97,96.74,96.82,96.8,96.97,97.36,97.93,97.93,97.32
PS,1984,97.71,97.63,97.47,97.11,96.73,96.63,96.75,96.86,97.22,97.47,97.86,97.69,97.26
PS,1985,97.81,97.3,97.38,97.03,96.74,96.75,96.91,96.86,97.14,97.45,97.78,97.9,97.26
PS,1986,97.89,97.69,97.43,97.18,96.86,96.68,96.86,96.87,97.22,97.55,97.74,97.97,97.33
PS,1987,97.98,97.88,97.53,97.27,97.24,96.73,96.99,96.87,97.21,97.52,97.6,98,97.4
PS,1988,97.87,97.62,97.35,97.29,96.72,96.78,96.79,96.89,96.97,97.46,97.86,98.01,97.3
PS,1989,97.77,97.72,97.48,97.15,96.73,96.84,96.81,96.81,97.15,97.48,97.96,98.03,97.32
PS,1990,97.92,97.64,97.51,97.12,96.87,96.78,96.87,96.85,97.13,97.52,97.75,98,97.33
PS,1991,97.85,97.78,97.43,97.19,96.95,96.71,96.7,96.93,97.27,97.42,97.93,97.96,97.34
PS,1992,98.11,97.69,97.53,97.31,96.94,96.67,96.87,96.92,97.16,97.46,97.79,98.12,97.38
PS,1993,97.92,97.79,97.58,97.31,96.89,96.83,96.76,97,97.12,97.58,97.81,98.01,97.38
PS,1994,97.81,97.62,97.47,97.26,96.93,96.63,96.7,96.88,97.25,97.53,97.95,98.11,97.34
PS,1995,98.02,97.74,97.54,97.3,96.92,96.66,96.75,96.88,97.06,97.35,97.65,98.13,97.33
PS,1996,97.84,97.7,97.36,97.21,96.94,96.79,96.76,96.89,96.98,97.41,97.71,97.93,97.29
PS,1997,97.93,97.66,97.56,97.42,97.05,96.96,96.78,96.98,97.31,97.83,97.83,97.94,97.44
PS,1998,97.9,97.83,97.57,97.33,96.91,96.7,96.8,96.98,97.01,97.31,97.65,98,97.33
PS,1999,97.8,97.83,97.23,97.01,96.87,96.83,96.75,96.96,97.06,97.34,97.78,97.92,97.28
PS,2000,97.79,97.56,97.42,97.03,96.96,96.71,96.75,96.8,97.18,97.36,97.71,97.85,97.26
PS,2001,97.74,97.54,97.41,97.31,96.84,96.77,96.82,96.9,97.14,97.38,97.76,98.1,97.31
PS,2002,97.85,97.91,97.47,97.19,96.83,96.82,96.94,96.9,97.24,97.51,97.76,97.92,97.36
PS,2003,97.99,97.72,97.53,97.26,96.9,96.73,96.86,96.93,97.11,97.43,97.92,98.02,97.36
PS,2004,97.88,97.82,97.48,97.21,96.95,96.9,96.85,96.89,97.24,97.66,97.92,97.93,97.39
PS,2005,97.82,97.8,97.56,97.4,96.98,96.7,96.81,97,97.03,97.46,97.85,97.86,97.35
PS,2006,97.93,97.78,97.49,97.19,96.97,96.89,96.8,96.89,97.13,97.69,97.83,98.02,97.38
PS,2007,98.03,97.73,97.51,97.29,96.88,96.71,96.83,96.89,96.95,97.46,97.8,97.86,97.33
PS,2008,97.78,97.71,97.44,97.21,96.86,96.84,96.81,96.91,97.14,97.57,97.72,97.87,97.32
PS,2009,97.94,97.63,97.47,97.18,96.84,96.81,96.75,97,97.08,97.49,97.73,97.93,97.32
PS,2010,98.01,97.75,97.53,97.28,96.84,96.86,96.85,96.92,97.12,97.26,97.63,97.65,97.31
PS,2011,97.82,97.68,97.48,97.3,96.95,96.76,96.76,96.85,97.07,97.52,97.76,97.79,97.31
PS,2012,97.77,97.62,97.47,97.22,96.86,96.79,96.77,96.92,97.15,97.6,97.68,97.81,97.3
PS,2013,97.91,97.79,97.57,97.24,96.83,96.73,96.69,96.95,97.1,97.37,97.81,97.9,97.32
PS,2014,98.04,97.71,97.72,97.39,97.1,96.78,96.82,97,97.21,97.62,97.8,97.91,97.43
PS,2015,98,97.84,97.75,97.41,97.06,96.88,96.92,97.08,97.26,97.66,97.79,97.96,97.47
PS,2016,97.96,97.79,97.59,97.24,97,96.87,96.91,96.94,97.07,97.48,97.83,97.9,97.38
PS,2017,97.94,97.86,97.49,97.22,97.02,96.89,96.92,96.93,97.21,97.39,97.72,97.94,97.38
PS,2018,97.79,97.82,97.51,97.27,97.04,96.82,96.78,96.89,97.31,97.67,97.84,97.93,97.39
PS,2019,98.04,97.84,97.57,97.29,97.03,96.85,96.85,96.89,97.17,97.61,97.82,98,97.41
PS,2020,97.92,97.92,97.59,97.44,97.05,96.88,96.91,96.87,97.03,97.23,97.87,97.92,97.38
PS,2021,97.78,97.82,97.55,97.35,97.03,96.96,96.81,97,96.98,97.4,97.62,97.97,97.35
