PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS10M_MIN,1986,0.59,0.32,0.16,0.53,0.16,0.17,0.3,0.02,0.23,0.27,0.18,0.14,0.02
WS10M_MIN,1987,0.12,0.53,0.24,0.14,0.19,0.32,0.41,0.17,0.06,0.05,0.2,0.21,0.05
WS10M_MIN,1988,0.27,0.47,0.19,0.18,0.07,0.27,0.42,0.12,0.14,0.17,0.12,0.09,0.07
WS10M_MIN,1989,0.1,0.02,0.09,0.12,0.16,0.13,0.45,1.46,0.27,0.12,0.13,0.16,0.02
WS10M_MIN,1990,0.12,0.12,0.16,0.14,0.28,0.06,1.73,0.2,0.26,0.21,0.14,0.66,0.06
WS10M_MIN,1991,0.05,0.11,0.55,0.2,0.18,0.19,0.87,0.92,0.04,0.09,0.29,0.22,0.04
WS10M_MIN,1992,0.21,0.19,0.03,0.31,0.12,0.93,0.34,1.13,0.3,0.15,0.22,0.04,0.03
WS10M_MIN,1993,0.04,0.24,0.08,0.23,0.21,0.5,0.9,0.05,0.25,0.05,0.18,0.06,0.04
WS10M_MIN,1994,0.09,0.33,0.22,0.05,0.13,0.42,0.27,0.25,0.15,0.2,0.16,0.14,0.05
WS10M_MIN,1995,0.51,0.02,0.14,0.16,0.26,0.29,0.14,0.02,0.12,0.17,0.3,0.19,0.02
WS10M_MIN,1996,0.26,0.4,0.28,0.2,0.09,0.12,0.51,0.12,0.09,0.39,0.17,0.08,0.08
WS10M_MIN,1997,0.2,0.16,0.2,0.21,0.15,0.29,0.05,0.39,0.13,0.06,0.17,0.17,0.05
WS10M_MIN,1998,0.1,0.09,0.17,0.15,0.37,0.2,0.12,0.2,0.05,0.25,0.04,0.14,0.04
WS10M_MIN,1999,0.22,0.32,0.1,0.09,0.29,0.4,0.41,0.48,0.15,0.17,0.09,0.51,0.09
WS10M_MIN,2000,0.23,0.12,0.05,0.16,0.23,0.23,0.27,0.2,0.01,0.14,0.24,0.15,0.01
WS10M_MIN,2001,0.18,0.3,0.03,0.23,0.25,0.17,0.33,0.58,0.15,0.18,0.03,0.05,0.03
WS10M_MIN,2002,0.32,0.59,0.11,0.6,0.34,0.35,0.07,0.69,0.26,0.05,0.09,0.05,0.05
WS10M_MIN,2003,0.05,0.16,0.44,0.3,0.19,0.25,0.8,0.17,0.4,0.01,0.09,0.41,0.01
WS10M_MIN,2004,0.09,0.1,0.16,0.53,0.34,0.06,0.37,0.14,0.16,0.16,0.46,0.19,0.06
WS10M_MIN,2005,0.17,0.06,0.09,0.45,0.2,0.42,0.23,0.05,0.45,0.12,0.64,0.3,0.05
WS10M_MIN,2006,0.01,0.04,0.12,0.08,0.17,0.11,1.26,0.41,0.05,0.09,0.28,0.11,0.01
WS10M_MIN,2007,0.1,0.2,0.32,0.09,0.15,0.13,0.24,0.34,0.27,0.2,0.45,0.45,0.09
WS10M_MIN,2008,0.21,0.12,0.19,0.16,0.12,0.77,0.3,0.2,0.14,0.09,0.34,0.12,0.09
WS10M_MIN,2009,0.1,0.1,0.16,0.1,0.21,0.52,0.42,0.26,0.07,0.16,0.26,0.2,0.07
WS10M_MIN,2010,0.23,0.25,0.11,0.06,0.21,0.38,0.58,0.11,0.18,0.49,0.12,0.32,0.06
WS10M_MIN,2011,0.06,0.07,0.11,0.12,0.06,0.2,0.15,0.09,0.27,0.16,0.34,0.09,0.06
WS10M_MIN,2012,0.17,0.12,0.15,0.03,0.27,0.61,0.73,0.09,0.42,0.11,0.23,0.09,0.03
WS10M_MIN,2013,0.41,0.07,0.24,0.43,0.12,1.05,1.48,0.11,0.09,0.11,0.49,0.43,0.07
WS10M_MIN,2014,0.44,0.2,0.04,0.04,0.35,0.1,1.02,0.27,0.07,0.21,0.17,0.27,0.04
WS10M_MIN,2015,0.59,0.14,0.01,0.15,0.1,0.18,0.2,0.24,0.16,0.16,0.35,0.09,0.01
WS10M_MIN,2016,0.13,0.19,0.32,0.05,0.48,0.29,0.29,0.2,0.2,0.72,0.61,0.18,0.05
WS10M_MIN,2017,0.05,0.1,0.21,0.02,0.09,0.28,0.35,0.24,0.2,0.02,0.11,0.37,0.02
WS10M_MIN,2018,0.25,0.03,0.11,0.09,0.3,0.13,0.21,0.3,0.05,0.25,0.11,0.19,0.03
WS10M_MIN,2019,0.18,0.06,0.2,0.22,0.2,0.17,0.37,0.15,0.05,0.06,0.1,0.37,0.05
WS10M_MIN,2020,0.07,0.48,0.21,0.16,0.12,0.02,0.2,1.04,0.2,0.18,0.7,0.12,0.02
WS10M_MIN,2021,0.07,0.08,0.05,0.3,0.07,0.2,0.17,0.08,0.06,0.13,0.19,0.18,0.05
WS50M_MAX,1981,10.44,9.63,9.88,10.21,11.3,11.74,11.61,12.95,9.92,7.17,7.88,10.29,12.95
WS50M_MAX,1982,9.23,9.8,10.41,10.83,10.51,10.9,12.72,10.96,10.72,10.09,7.95,7.88,12.72
WS50M_MAX,1983,9.27,10.75,10.41,11.76,12.25,11.78,11.43,13.48,9.61,12.87,8.34,8.15,13.48
WS50M_MAX,1984,9.36,9.62,9.3,12.08,12.11,12.41,12.09,11.59,9.53,8.52,8.77,8.33,12.41
WS50M_MAX,1985,9.4,10.27,10.18,9.96,13.01,11.51,11.62,11.06,9.45,8.41,8.57,7.98,13.01
WS50M_MAX,1986,9.35,9.41,10.39,11.32,12.18,11.87,13.95,15.91,9.58,7.98,7.64,8.89,15.91
WS50M_MAX,1987,8.59,10.16,8.94,12.15,11.15,11.48,11.04,9.92,10.41,10.88,14.66,7.05,14.66
WS50M_MAX,1988,7.88,9.4,10.21,11.23,13,11.8,13.48,10.58,8.31,7.64,10.66,8.41,13.48
WS50M_MAX,1989,8.77,9.08,9.51,10.51,13.76,14.68,15.5,11.99,9.36,6.52,8.78,8.38,15.5
WS50M_MAX,1990,9.23,10.28,10.38,10.47,20.14,13.03,11.52,12.57,8.38,8.89,9.15,7.91,20.14
WS50M_MAX,1991,9.21,9.89,9.9,10.62,11.5,13.52,11.92,11.43,9.02,8.1,9.07,8.45,13.52
WS50M_MAX,1992,8.16,9.71,10.11,9.73,10.77,13.95,12.35,13.24,10.48,10.09,9.59,7.16,13.95
WS50M_MAX,1993,9.27,10.2,10.25,10.49,11.65,13.01,11.06,10.75,9.03,8.83,8.12,7.08,13.01
WS50M_MAX,1994,8.59,9.7,9.41,9.82,12.91,11.45,13.3,10.34,9.35,10.65,8.84,5.22,13.3
WS50M_MAX,1995,10.61,9.95,10.14,9.94,11.07,12.4,10.52,10.41,11.88,8.91,10.02,8.12,12.4
WS50M_MAX,1996,9.52,9.98,10.23,10.57,11.49,11.36,11.27,10.9,9.98,8.96,7.67,7.54,11.49
WS50M_MAX,1997,8.71,9.46,10.82,11.16,11.92,12.25,11.56,11.41,8.24,5.98,6.5,7.52,12.25
WS50M_MAX,1998,9.23,9.84,10.63,10.84,11.74,12.72,14.66,8.52,8.05,10.22,9.52,5.73,14.66
WS50M_MAX,1999,8.41,9.66,9.41,9.94,11.06,12.31,11.47,11.12,10.95,9.55,8.26,7.77,12.31
WS50M_MAX,2000,9.33,10.8,9.72,10.48,11.87,10.41,11.72,12.55,9.62,8.5,7.77,7.63,12.55
WS50M_MAX,2001,9.58,9.84,9.29,9.66,11.62,14.23,11.81,12.33,9.21,9.27,11.29,7.38,14.23
WS50M_MAX,2002,9.68,9.17,10.23,10.02,15.24,11.31,11.74,12.84,9.58,9.68,7.26,7.52,15.24
WS50M_MAX,2003,8.73,10.48,10.82,12.05,11.44,10.7,11.2,10.67,8.95,9.56,6.2,10.94,12.05
WS50M_MAX,2004,9.46,8.37,10.22,10.31,11.49,13.83,12.41,11.37,8.57,7.97,7.59,7.77,13.83
WS50M_MAX,2005,9.41,9.55,10.16,10.8,10.58,13.11,13.98,10.23,13.66,8.97,8.19,7.32,13.98
WS50M_MAX,2006,9.07,8.41,9.77,9.09,9.65,9.58,13.57,15.2,11.39,8.29,5.79,6.09,15.2
WS50M_MAX,2007,8.46,9.63,9.54,9.66,12.16,12.78,12.68,14.89,9.31,9.8,8.77,6.55,14.89
WS50M_MAX,2008,8.77,9.28,10.74,9.55,13.05,10.95,12.63,11.84,10.12,8.66,9.85,6.12,13.05
WS50M_MAX,2009,7.84,8.08,9.5,10.38,12.35,11.7,13.21,9.01,14.82,7.95,7,7.34,14.82
WS50M_MAX,2010,7.91,9.24,9.41,11.09,12.04,10.62,10.89,10.44,9.95,9.77,9.41,8.86,12.04
WS50M_MAX,2011,8.49,10.01,10,10.76,9.87,11.8,10.37,10.58,9.98,7.73,8.04,8.86,11.8
WS50M_MAX,2012,9.62,9.27,9.41,10.2,10.52,12.76,11.59,10.82,8.96,7.77,11.59,7.86,12.76
WS50M_MAX,2013,8.54,9.16,9.44,9.75,12.2,12.65,12.49,11.74,7.45,10.05,8.78,9.21,12.65
WS50M_MAX,2014,8,9.58,8.69,9.86,10.93,13.11,12.25,11.38,11.51,14.46,7.62,7.66,14.46
WS50M_MAX,2015,8.55,10.48,9.27,10.98,12.02,15.91,11.3,9.02,9.16,7.8,8.88,8.48,15.91
WS50M_MAX,2016,8.93,10.27,10.98,11.18,13.58,12.39,12.2,10.95,9.37,7.88,7.68,8.12,13.58
WS50M_MAX,2017,7.92,9.38,9.56,9.61,11.96,9.54,13.05,14.38,9.59,7.81,7.3,7.86,14.38
WS50M_MAX,2018,7.28,8.82,8.88,9.98,10.89,10.48,11.13,12.05,12.83,10.52,7.05,10.34,12.83
WS50M_MAX,2019,9.52,9.41,10.94,10.22,10.67,12.72,12.23,12.22,10.91,6.03,7.3,7.87,12.72
WS50M_MAX,2020,8.33,8.7,9.1,10.59,11.72,9.64,9.84,11.77,9.12,11.62,8.8,6.05,11.77
WS50M_MAX,2021,6.73,9.02,8.34,8.7,12.59,12.62,15.06,9.69,9.2,6.94,6.7,7.35,15.06
WS50M_MIN,1981,0.3,0.07,0.08,0.29,0.02,0.96,0.31,0.18,0.09,0.14,0.35,0.38,0.02
WS50M_MIN,1982,0.41,0.15,0.39,0.23,0.19,0.2,0.56,0.8,0.16,0.38,0.12,0.47,0.12
WS50M_MIN,1983,0.3,0.68,0.37,0.49,0.25,0.29,0.26,0.05,0.14,0.18,0.17,0.01,0.01
WS50M_MIN,1984,0.22,0.15,0.57,0.51,0.25,1.24,0.45,0.12,0.2,0.1,1.06,0.09,0.09
WS50M_MIN,1985,0.56,0.3,0.37,0.3,0.23,1.66,0.48,0.47,0.24,0.22,0.28,0.32,0.22
WS50M_MIN,1986,0.54,0.53,0.2,0.83,0.27,0.2,0.51,0.07,0.37,0.41,0.34,0.28,0.07
WS50M_MIN,1987,0.11,0.67,0.45,0.12,0.27,0.41,0.58,0.38,0.14,0.07,0.27,0.33,0.07
WS50M_MIN,1988,0.41,0.68,0.25,0.23,0.13,0.38,0.61,0.18,0.2,0.23,0.17,0.08,0.08
WS50M_MIN,1989,0.16,0.03,0.07,0.25,0.27,0.24,0.74,2.45,0.38,0.15,0.23,0.27,0.03
WS50M_MIN,1990,0.19,0.02,0.17,0.31,0.23,0.2,3.1,0.32,0.28,0.22,0.21,0.96,0.02
WS50M_MIN,1991,0.06,0.12,0.45,0.19,0.2,0.31,1.05,1.61,0.04,0.05,0.43,0.35,0.04
WS50M_MIN,1992,0.28,0.27,0.2,0.44,0.23,1.02,0.47,1.77,0.34,0.23,0.24,0.09,0.09
WS50M_MIN,1993,0.05,0.36,0.13,0.38,0.29,0.8,1.15,0.08,0.35,0.07,0.25,0.12,0.05
WS50M_MIN,1994,0.14,0.42,0.16,0.07,0.26,0.66,0.38,0.4,0.19,0.27,0.23,0.22,0.07
WS50M_MIN,1995,0.64,0.09,0.19,0.22,0.15,0.25,0.17,0.02,0.16,0.26,0.41,0.21,0.02
WS50M_MIN,1996,0.35,0.51,0.37,0.09,0.13,0.33,0.78,0.16,0.14,0.52,0.23,0.15,0.09
WS50M_MIN,1997,0.2,0.07,0.31,0.3,0.11,0.47,0.05,0.73,0.17,0.16,0.25,0.24,0.05
WS50M_MIN,1998,0.18,0.01,0.11,0.02,0.4,0.33,0.13,0.18,0.02,0.44,0.08,0.14,0.01
WS50M_MIN,1999,0.28,0.48,0.14,0.12,0.29,0.52,0.59,0.75,0.27,0.32,0.13,0.5,0.12
WS50M_MIN,2000,0.17,0.21,0.07,0.17,0.22,0.34,0.59,0.27,0.04,0.11,0.26,0.24,0.04
WS50M_MIN,2001,0.23,0.23,0.07,0.23,0.25,0.43,0.3,1.22,0.09,0.21,0.08,0.05,0.05
WS50M_MIN,2002,0.45,0.7,0.16,0.58,0.26,0.49,0.19,0.99,0.34,0.09,0.09,0.06,0.06
WS50M_MIN,2003,0.1,0.15,0.3,0.22,0.19,0.52,0.99,0.23,0.57,0.16,0.12,0.55,0.1
WS50M_MIN,2004,0.08,0.07,0.09,0.45,0.39,0.13,0.48,0.2,0.3,0.21,0.71,0.26,0.07
WS50M_MIN,2005,0.17,0.09,0.06,0.43,0.21,0.25,0.39,0.09,0.57,0.3,0.84,0.45,0.06
WS50M_MIN,2006,0.01,0.14,0.13,0.05,0.21,0.32,2.5,0.62,0.09,0.13,0.41,0.17,0.01
WS50M_MIN,2007,0.12,0.2,0.31,0.11,0.13,0.11,0.41,0.33,0.28,0.31,0.65,0.53,0.11
WS50M_MIN,2008,0.3,0.12,0.35,0.2,0.18,1.22,0.34,0.3,0.2,0.2,0.48,0.11,0.11
WS50M_MIN,2009,0.05,0.14,0.12,0.06,0.09,1.02,0.6,0.45,0.11,0.23,0.33,0.24,0.05
WS50M_MIN,2010,0.27,0.38,0.17,0.16,0.45,0.27,0.63,0.18,0.25,0.62,0.17,0.48,0.16
WS50M_MIN,2011,0.09,0.11,0.11,0.15,0.09,0.09,0.11,0.13,0.49,0.17,0.49,0.06,0.06
WS50M_MIN,2012,0.2,0.29,0.18,0.12,0.41,0.88,1.06,0.12,0.62,0.15,0.25,0.21,0.12
WS50M_MIN,2013,0.37,0.16,0.37,0.23,0.05,1.87,2.57,0.16,0.14,0.07,0.65,0.47,0.05
WS50M_MIN,2014,0.38,0.33,0.11,0.08,0.12,0.12,2.14,0.4,0.1,0.38,0.16,0.36,0.08
WS50M_MIN,2015,0.69,0.05,0.02,0.19,0.19,0.29,0.26,0.42,0.02,0.23,0.57,0.09,0.02
WS50M_MIN,2016,0.16,0.2,0.64,0.23,0.65,0.33,0.41,0.34,0.19,0.62,0.6,0.24,0.16
WS50M_MIN,2017,0.06,0.15,0.14,0.03,0.05,0.51,0.54,0.34,0.27,0.05,0.21,0.52,0.03
WS50M_MIN,2018,0.32,0.24,0.24,0.1,0.28,0.25,0.48,0.42,0.12,0.32,0.15,0.19,0.1
WS50M_MIN,2019,0.3,0.21,0.12,0.26,0.2,0.3,0.4,0.3,0.04,0.06,0.15,0.41,0.04
WS50M_MIN,2020,0.14,0.67,0.29,0.15,0.07,0.02,0.29,1.59,0.31,0.27,0.88,0.14,0.02
WS50M_MIN,2021,0.11,0.09,0.05,0.27,0.13,0.31,0.12,0.1,0.07,0.23,0.27,0.26,0.05
PS,1981,100.01,99.81,99.65,99.26,98.97,98.74,98.91,98.9,99.14,99.59,99.77,100.1,99.4
PS,1982,100.02,99.71,99.52,99.3,99.18,98.81,98.88,98.93,99.23,99.68,99.86,100.07,99.43
PS,1983,100.06,99.71,99.53,99.29,99.06,98.81,98.89,98.87,99.04,99.38,99.94,100,99.38
PS,1984,99.79,99.69,99.54,99.18,98.76,98.69,98.81,98.93,99.25,99.5,99.89,99.75,99.31
PS,1985,99.91,99.37,99.46,99.06,98.78,98.81,98.99,98.92,99.18,99.48,99.82,99.96,99.31
PS,1986,99.96,99.79,99.5,99.25,98.88,98.75,98.93,98.91,99.24,99.58,99.79,100.05,99.38
PS,1987,100.07,99.97,99.6,99.32,99.28,98.78,99.04,98.93,99.24,99.56,99.63,100.06,99.46
PS,1988,99.97,99.71,99.4,99.37,98.75,98.82,98.87,98.95,99.02,99.49,99.89,100.07,99.36
PS,1989,99.84,99.78,99.52,99.19,98.76,98.91,98.86,98.87,99.19,99.49,100,100.1,99.37
PS,1990,99.96,99.71,99.57,99.17,98.89,98.82,98.94,98.92,99.18,99.55,99.76,100.05,99.38
PS,1991,99.91,99.86,99.5,99.24,99,98.76,98.77,98.97,99.27,99.42,99.98,100.06,99.39
PS,1992,100.22,99.76,99.59,99.36,98.98,98.72,98.94,98.98,99.19,99.48,99.83,100.22,99.44
PS,1993,100,99.86,99.63,99.39,98.93,98.89,98.83,99.05,99.18,99.6,99.85,100.06,99.44
PS,1994,99.89,99.69,99.54,99.3,98.95,98.68,98.78,98.93,99.29,99.55,99.99,100.2,99.4
PS,1995,100.1,99.82,99.61,99.35,98.97,98.7,98.82,98.92,99.09,99.36,99.67,100.21,99.38
PS,1996,99.93,99.79,99.43,99.26,98.95,98.85,98.82,98.94,99.01,99.41,99.75,99.99,99.34
PS,1997,100.01,99.72,99.62,99.47,99.06,99.01,98.84,99.03,99.34,99.88,99.88,100.02,99.49
PS,1998,99.98,99.88,99.62,99.39,98.92,98.75,98.87,99.04,99.05,99.32,99.67,100.07,99.38
PS,1999,99.88,99.9,99.27,99.04,98.93,98.89,98.81,99,99.08,99.35,99.79,99.97,99.32
PS,2000,99.84,99.63,99.47,99.08,99,98.77,98.8,98.85,99.21,99.38,99.76,99.92,99.31
PS,2001,99.81,99.6,99.47,99.38,98.86,98.81,98.86,98.95,99.16,99.39,99.78,100.17,99.35
PS,2002,99.93,100,99.53,99.26,98.84,98.87,98.96,98.96,99.24,99.52,99.8,100.01,99.41
PS,2003,100.08,99.8,99.6,99.32,98.89,98.79,98.92,98.96,99.15,99.42,99.96,100.06,99.41
PS,2004,99.97,99.87,99.54,99.27,99,98.97,98.89,98.94,99.27,99.69,99.97,100,99.45
PS,2005,99.89,99.86,99.61,99.46,99.02,98.77,98.89,99.06,99.08,99.45,99.87,99.9,99.4
PS,2006,100,99.85,99.54,99.24,99.01,98.94,98.86,98.97,99.16,99.7,99.87,100.1,99.44
PS,2007,100.12,99.82,99.57,99.36,98.9,98.76,98.91,98.95,98.99,99.46,99.83,99.92,99.38
PS,2008,99.86,99.77,99.51,99.26,98.86,98.9,98.85,98.97,99.18,99.59,99.75,99.94,99.37
PS,2009,100.02,99.7,99.52,99.22,98.87,98.87,98.83,99.03,99.08,99.51,99.77,99.99,99.37
PS,2010,100.06,99.83,99.59,99.33,98.86,98.91,98.92,98.97,99.16,99.27,99.66,99.68,99.35
PS,2011,99.88,99.75,99.54,99.37,98.98,98.81,98.81,98.91,99.1,99.52,99.79,99.82,99.36
PS,2012,99.86,99.67,99.49,99.29,98.87,98.81,98.83,98.99,99.19,99.63,99.72,99.88,99.35
PS,2013,99.99,99.87,99.65,99.3,98.87,98.79,98.76,99,99.14,99.39,99.83,99.96,99.38
PS,2014,100.12,99.79,99.76,99.44,99.13,98.8,98.86,99.05,99.24,99.63,99.84,99.96,99.47
PS,2015,100.06,99.93,99.8,99.47,99.09,98.95,98.96,99.11,99.3,99.69,99.83,100.04,99.52
PS,2016,100.03,99.89,99.67,99.31,99.03,98.93,98.97,98.97,99.09,99.49,99.84,99.92,99.43
PS,2017,99.99,99.92,99.54,99.25,99.07,98.94,98.98,98.98,99.24,99.4,99.74,99.99,99.42
PS,2018,99.85,99.88,99.56,99.32,99.1,98.87,98.83,98.92,99.33,99.67,99.87,99.97,99.43
PS,2019,100.11,99.91,99.63,99.36,99.06,98.9,98.92,98.95,99.23,99.64,99.84,100.04,99.46
PS,2020,99.97,99.97,99.64,99.49,99.08,98.92,98.97,98.94,99.06,99.23,99.88,99.98,99.43
PS,2021,99.85,99.88,99.59,99.39,99.06,99,98.87,99.04,99.03,99.41,99.63,100.02,99.4
