PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS10M_MIN,1990,0.04,0.18,0.23,0.23,0.12,0.63,0.65,0.15,0.82,0.07,0.26,0.46,0.04
WS10M_MIN,1991,0.13,0.25,0.12,0.1,0.3,0.16,0.45,1.41,0.03,0.17,0.32,0.13,0.03
WS10M_MIN,1992,0.2,0.04,0.09,0.05,0.26,0.54,0.3,0.85,0.38,0.16,0.13,0.21,0.04
WS10M_MIN,1993,0.09,0.24,0.2,0.23,0.09,0.56,1.15,0.1,0.28,0.07,0.16,0.09,0.07
WS10M_MIN,1994,0.1,0.12,0.24,0.27,0.12,1.3,0.71,0.41,0.51,0.02,0.06,0.07,0.02
WS10M_MIN,1995,0.38,0.2,0.2,0.3,0.23,0.16,0.28,0.09,0.25,0.16,0.12,0.06,0.06
WS10M_MIN,1996,0.16,0.26,0.16,0.13,0.32,0.34,0.42,0.3,0.08,0.27,0.2,0.06,0.06
WS10M_MIN,1997,0.2,0.05,0.18,0.16,0.07,0.18,0.27,0.37,0.13,0.12,0.05,0.28,0.05
WS10M_MIN,1998,0.15,0.27,0.32,0.08,0.04,0.13,0.09,0.07,0.21,0.11,0.22,0.12,0.04
WS10M_MIN,1999,0.12,0.09,0.05,0.11,0.12,0.35,0.71,0.65,0.09,0.16,0.24,0.2,0.05
WS10M_MIN,2000,0.09,0.16,0.04,0.13,0.05,0.32,0.02,0.24,0.16,0.25,0.19,0.16,0.02
WS10M_MIN,2001,0.14,0.34,0.11,0.09,0.18,0.33,0.09,0.05,0.23,0.11,0.19,0.2,0.05
WS10M_MIN,2002,0.22,0.71,0.04,0.05,0.06,0.13,0.37,0.45,0.44,0.06,0.24,0.13,0.04
WS10M_MIN,2003,0.18,0.12,0.46,0.22,0.11,0.38,0.35,0.23,0.25,0.09,0.02,0.09,0.02
WS10M_MIN,2004,0.15,0.14,0.16,0.18,0.38,0.09,0.54,1.3,0.22,0.2,0.07,0.06,0.06
WS10M_MIN,2005,0.28,0.04,0.03,0.12,0.09,0.36,0.53,0.1,0.29,0.39,0.16,0.28,0.03
WS10M_MIN,2006,0.08,0.08,0.13,0.03,0.15,0.2,1.08,0.93,0.14,0.04,0.01,0.13,0.01
WS10M_MIN,2007,0.12,0.23,0.22,0.23,0.2,0.59,0.34,0.23,0.37,0.08,0.05,0.22,0.05
WS10M_MIN,2008,0.17,0.03,0.05,0.1,0.69,0.3,0.27,0.18,0.23,0.06,0.08,0.04,0.03
WS10M_MIN,2009,0.12,0.2,0.16,0.04,0.03,0.23,0.09,0.09,0.23,0.12,0.27,0.09,0.03
WS10M_MIN,2010,0.04,0.06,0.05,0.07,0.2,0.19,0.63,0.35,0.16,0.02,0.12,0.05,0.02
WS10M_MIN,2011,0.45,0.35,0.06,0.16,0.16,0.04,0.57,0.08,0.3,0.11,0.08,0.34,0.04
WS10M_MIN,2012,0.02,0.42,0.14,0.46,0.11,0.35,0.26,0.21,0.45,0.09,0.1,0.14,0.02
WS10M_MIN,2013,0.12,0.41,0.42,0.32,0.14,0.73,1.83,0.42,0.01,0.03,0.06,0.31,0.01
WS10M_MIN,2014,0.12,0.12,0.11,0.2,0.17,0.21,0.83,0.15,0.23,0.12,0.15,0.1,0.1
WS10M_MIN,2015,0.05,0.03,0.04,0.05,0.21,0.34,0.3,0.54,0.02,0.14,0.2,0.2,0.02
WS10M_MIN,2016,0.17,0.02,0.19,0.17,0.26,0.42,0.23,0.13,0.54,0.49,0.37,0.48,0.02
WS10M_MIN,2017,0.27,0.15,0.34,0.06,0.18,0.3,0.2,0.19,0.46,0.05,0.15,0.17,0.05
WS10M_MIN,2018,0.09,0.05,0.18,0.27,0.16,0.36,0.12,0.68,0.12,0.23,0.26,0.34,0.05
WS10M_MIN,2019,0.23,0.23,0.09,0.24,0.13,0.16,0.22,0.2,0.04,0.01,0.04,0.09,0.01
WS10M_MIN,2020,0.32,0.19,0.34,0.16,0.26,0.44,0.14,0.09,0.13,0.14,0.23,0.06,0.06
WS10M_MIN,2021,0.04,0.05,0.19,0.31,0.01,0.07,0.05,0.34,0.16,0.19,0.23,0.09,0.01
WS50M_MAX,1981,9.83,9.11,9.52,9.76,12.58,13.92,12.29,13.2,9.6,6.82,8.21,9.95,13.92
WS50M_MAX,1982,8.83,10.71,9.2,10.13,11.41,12.23,11.79,11.18,10.82,9.04,9.17,8.6,12.23
WS50M_MAX,1983,9.42,10.17,10.21,12.02,12.72,13.54,12.95,14.23,8.69,11.87,7.99,8.49,14.23
WS50M_MAX,1984,9.52,10.47,9.38,11.8,11.43,12.08,10.95,12.11,9.07,8.54,8.87,9.9,12.11
WS50M_MAX,1985,9.34,10.09,10.59,10.48,13.43,13.28,12.29,12.42,9.68,9.32,8.48,8.28,13.43
WS50M_MAX,1986,9.23,10.38,9.73,11.41,13.06,12.52,15.85,16.82,8.42,8.07,7.09,9.4,16.82
WS50M_MAX,1987,9.48,10.22,8.93,13.04,11.11,11.62,11.89,10.74,11.07,10.69,12.41,9.31,13.04
WS50M_MAX,1988,8.64,9.91,10.66,11.02,10.6,11.15,12.14,11.33,9.74,7.62,9.84,9.54,12.14
WS50M_MAX,1989,9.46,8.98,11.34,11.23,13.88,14.27,17.48,12.28,9.58,6.09,6.61,8.84,17.48
WS50M_MAX,1990,8.5,9.06,9.1,10.57,16.66,15.17,12.29,14.81,8.55,9.78,8.24,8.25,16.66
WS50M_MAX,1991,9.48,9.79,10.21,10.02,12.18,12.7,14.51,12.06,8.59,8.3,8.38,9.42,14.51
WS50M_MAX,1992,9.25,9.48,9.5,10.04,10.5,16.4,11.73,12.97,10.02,11.81,7.74,7.55,16.4
WS50M_MAX,1993,9.06,9.92,9.67,10.16,12.7,15.03,12.36,11.48,9.06,6.84,7.8,7.61,15.03
WS50M_MAX,1994,8.52,10.7,9.66,9.92,13.05,11.64,15.77,12.25,9.97,10.52,7.73,7.43,15.77
WS50M_MAX,1995,12.28,9.73,10.78,10.05,13.06,13.28,11.48,11.02,12.91,8.68,9.51,8.12,13.28
WS50M_MAX,1996,9.4,10.27,10.79,10.09,11.55,12.9,12.55,11.83,9.67,9.43,8.7,8.66,12.9
WS50M_MAX,1997,8.65,9.02,9.09,10.21,11.28,11.34,12.85,12.97,7.6,7.8,7.58,8.56,12.97
WS50M_MAX,1998,9.27,9.38,10.11,10.34,11.66,13.79,11.11,8.71,8.9,9.13,8.27,5.33,13.79
WS50M_MAX,1999,8.71,9.91,9.67,10.71,11.72,12.43,12.91,12.05,10.76,8.55,8.65,8.5,12.91
WS50M_MAX,2000,8.92,10.46,10.4,10.17,11.22,11.43,12.57,13.76,10.12,8.34,8.05,8.35,13.76
WS50M_MAX,2001,8.32,10.21,9.14,10.05,12.5,14.65,12.67,12.85,7.89,8.55,9.87,7.56,14.65
WS50M_MAX,2002,9.45,10.23,9.82,10,15.03,13.01,13.48,14.52,10.13,8.85,8.31,8.09,15.03
WS50M_MAX,2003,9.41,10.31,11.45,12.07,12.18,12.09,11.54,10.12,9.51,9.48,7.08,9.34,12.18
WS50M_MAX,2004,9.7,8.1,9.87,10.55,12.23,12.83,12.14,12.43,9.63,9.62,8.27,8.06,12.83
WS50M_MAX,2005,10.3,10.7,10.1,10.89,10.2,13.7,14.84,10.54,14.4,7.71,6.81,7.59,14.84
WS50M_MAX,2006,7.68,9.19,9.52,9.37,10.3,10.42,14.1,15.99,9.31,7.28,6.79,7.38,15.99
WS50M_MAX,2007,8.23,9.7,9.87,9.81,12,15.46,14.08,17.18,9.52,8.39,7.82,7.36,17.18
WS50M_MAX,2008,8.88,9.84,10.21,9.39,12.8,11.16,14.3,12.76,10.05,8.3,8.81,6.17,14.3
WS50M_MAX,2009,7.95,8.47,9.7,8.93,12.69,11.49,13.48,10.61,9.53,10.59,7.46,6.88,13.48
WS50M_MAX,2010,7.81,9.59,9.42,10.27,12.88,13.07,11.29,12.07,11.69,8.56,8.1,7.25,13.07
WS50M_MAX,2011,9.16,10.06,9.41,10.68,9.93,12.97,11.09,11.36,10.28,7.78,8.09,8.75,12.97
WS50M_MAX,2012,8.69,9.12,10.08,10.13,12.76,12.62,12.27,13.23,9.62,8.9,7.88,8.51,13.23
WS50M_MAX,2013,8.61,9.88,9.74,10.3,13.01,15.11,14.83,11.78,9.52,8.85,8.24,8.3,15.11
WS50M_MAX,2014,8.85,9.66,9.27,10.16,11.62,13.37,13.52,11.1,11.49,12.96,8.09,8.85,13.52
WS50M_MAX,2015,7.55,9.68,9.83,10.31,11.93,15.52,11.88,11.69,11.04,7.59,8.48,9.02,15.52
WS50M_MAX,2016,9.12,10.09,10.45,10.05,13.98,11.84,15.29,11.55,9.76,7.93,6.99,8.52,15.29
WS50M_MAX,2017,7.94,8.59,10.02,9.61,12.03,10.04,13.39,12.07,7.52,7.11,8.25,8.64,13.39
WS50M_MAX,2018,7.73,8.02,8.75,9.69,11.05,11.03,13.41,11.98,14.31,10.55,7.95,9.69,14.31
WS50M_MAX,2019,9.76,9.07,11.41,9.96,11.15,11.41,13.62,12.62,10.98,5.84,6.04,8.45,13.62
WS50M_MAX,2020,8.93,9.75,9.47,9.83,10.42,10.41,9.09,11.16,7.73,14.52,7.5,6.64,14.52
WS50M_MAX,2021,7.53,8.58,8.98,8.73,12.51,12.35,12.6,10.91,9.87,7.57,6.96,7.65,12.6
WS50M_MIN,1981,0.28,0.23,0.14,0.11,0.12,0.66,0.41,0.28,0.21,0.09,0.16,0.08,0.08
WS50M_MIN,1982,0.39,0.06,0.23,0.23,0.13,0.45,0.2,1.61,0.27,0.14,0.27,0.18,0.06
WS50M_MIN,1983,0.36,0.08,0.24,0.12,0.23,0.45,0.34,0.51,0.5,0.3,0.45,0.26,0.08
WS50M_MIN,1984,0.27,0.25,0.1,0.25,0.39,0.42,0.35,0.94,0.05,0.19,0.08,0.17,0.05
WS50M_MIN,1985,1.09,0.08,0.04,0.09,0.37,0.26,0.6,0.09,0.46,0.45,0.18,0.38,0.04
WS50M_MIN,1986,0.97,0.45,0.19,0.08,0.36,0.24,0.82,0.47,0.18,0.48,0.08,0.46,0.08
WS50M_MIN,1987,0.55,0.26,0.34,0.29,0.2,0.48,0.77,0.08,0.41,0.27,0.48,0.09,0.08
WS50M_MIN,1988,0.34,0.46,0.32,0.19,0.09,0.59,0.27,0.46,0.22,0.16,0.26,0.09,0.09
WS50M_MIN,1989,0.34,0.13,0.16,0.05,0.15,0.62,0.36,1.18,0.78,0.12,0.41,1.06,0.05
WS50M_MIN,1990,0.14,0.35,0.52,0.19,0.23,1.02,0.73,0.17,1.3,0.1,0.36,0.48,0.1
WS50M_MIN,1991,0.19,0.22,0.26,0.04,0.17,0.29,0.59,2.34,0.09,0.23,0.45,0.2,0.04
WS50M_MIN,1992,0.12,0.1,0.11,0.09,0.25,0.59,0.48,1.34,0.4,0.28,0.18,0.24,0.09
WS50M_MIN,1993,0.05,0.37,0.2,0.52,0.05,0.79,2.01,0.14,0.4,0.05,0.23,0.2,0.05
WS50M_MIN,1994,0.34,0.29,0.35,0.43,0.16,1.44,1.18,0.58,0.73,0.04,0.09,0.15,0.04
WS50M_MIN,1995,0.39,0.27,0.16,0.34,0.26,0.3,0.4,0.16,0.36,0.22,0.16,0.11,0.11
WS50M_MIN,1996,0.33,0.42,0.05,0.05,0.48,0.43,0.41,0.32,0.05,0.38,0.24,0.12,0.05
WS50M_MIN,1997,0.23,0.05,0.23,0.13,0.17,0.24,0.48,0.5,0.23,0.23,0.07,0.38,0.05
WS50M_MIN,1998,0.2,0.12,0.23,0.02,0.12,0.21,0.1,0.1,0.25,0.16,0.33,0.11,0.02
WS50M_MIN,1999,0.19,0.22,0.01,0.16,0.27,0.54,1.05,0.77,0.2,0.23,0.38,0.16,0.01
WS50M_MIN,2000,0.09,0.16,0.18,0.08,0.02,0.38,0.02,0.35,0.23,0.08,0.07,0.2,0.02
WS50M_MIN,2001,0.13,0.19,0.08,0.1,0.28,0.62,0.06,0.12,0.34,0.05,0.09,0.21,0.05
WS50M_MIN,2002,0.3,0.62,0.13,0.12,0.23,0.13,0.5,0.55,0.59,0.06,0.37,0.15,0.06
WS50M_MIN,2003,0.27,0.23,0.63,0.38,0.16,0.6,0.49,0.32,0.3,0.12,0.06,0.09,0.06
WS50M_MIN,2004,0.27,0.07,0.02,0.05,0.43,0.16,0.82,2.18,0.33,0.28,0.04,0.1,0.02
WS50M_MIN,2005,0.24,0.02,0.05,0.13,0.12,0.34,1.03,0.14,0.45,0.59,0.2,0.4,0.02
WS50M_MIN,2006,0.09,0.01,0.32,0.08,0.03,0.05,2.09,1.42,0.17,0.11,0.03,0.19,0.01
WS50M_MIN,2007,0.08,0.3,0.12,0.27,0.23,0.62,0.45,0.31,0.43,0.22,0.04,0.27,0.04
WS50M_MIN,2008,0.22,0.11,0.1,0.2,0.71,0.41,0.34,0.2,0.43,0.14,0.1,0.03,0.03
WS50M_MIN,2009,0.16,0.2,0.22,0.07,0.25,0.63,0.28,0.12,0.33,0.17,0.23,0.15,0.07
WS50M_MIN,2010,0.15,0.15,0.11,0.2,0.36,0.3,0.67,0.52,0.1,0.02,0.17,0.02,0.02
WS50M_MIN,2011,0.66,0.54,0.11,0.2,0.12,0.17,0.71,0.05,0.45,0.2,0.12,0.26,0.05
WS50M_MIN,2012,0.16,0.26,0.25,0.39,0.08,0.51,0.4,0.33,0.69,0.14,0.2,0.05,0.05
WS50M_MIN,2013,0.19,0.31,0.35,0.48,0.33,0.83,2.45,0.62,0.05,0.1,0.09,0.45,0.05
WS50M_MIN,2014,0.17,0.19,0.15,0.23,0.2,0.4,1.08,0.17,0.35,0.25,0.22,0.1,0.1
WS50M_MIN,2015,0.17,0.02,0.03,0.09,0.19,0.53,0.54,0.84,0.16,0.24,0.29,0.22,0.02
WS50M_MIN,2016,0.19,0.02,0.27,0.23,0.02,0.29,0.36,0.18,1,0.63,0.51,0.56,0.02
WS50M_MIN,2017,0.2,0.24,0.48,0.12,0.07,0.45,0.29,0.25,0.66,0.08,0.23,0.26,0.07
WS50M_MIN,2018,0.06,0.2,0.3,0.2,0.16,0.49,0.19,0.98,0.02,0.39,0.23,0.34,0.02
WS50M_MIN,2019,0.35,0.21,0.16,0.35,0.14,0.12,0.27,0.51,0.07,0.01,0.05,0.12,0.01
WS50M_MIN,2020,0.33,0.23,0.4,0.19,0.29,0.69,0.34,0.1,0.12,0.16,0.34,0.12,0.1
WS50M_MIN,2021,0.12,0.09,0.25,0.2,0.17,0.06,0.1,0.48,0.11,0.23,0.35,0.05,0.05
PS,1981,98.56,98.34,98.18,97.77,97.5,97.22,97.4,97.4,97.68,98.17,98.35,98.67,97.94
PS,1982,98.52,98.24,98.03,97.82,97.71,97.3,97.37,97.43,97.79,98.25,98.42,98.61,97.96
PS,1983,98.59,98.24,98.06,97.8,97.56,97.3,97.39,97.37,97.56,97.97,98.55,98.55,97.91
PS,1984,98.31,98.24,98.06,97.67,97.28,97.19,97.32,97.44,97.81,98.07,98.48,98.3,97.85
PS,1985,98.4,97.9,97.96,97.6,97.3,97.3,97.48,97.44,97.73,98.06,98.4,98.52,97.84
PS,1986,98.5,98.29,98.01,97.73,97.42,97.24,97.42,97.44,97.81,98.15,98.34,98.58,97.91
PS,1987,98.6,98.48,98.12,97.83,97.81,97.3,97.56,97.44,97.79,98.12,98.22,98.62,97.99
PS,1988,98.46,98.21,97.94,97.85,97.27,97.35,97.36,97.46,97.55,98.06,98.48,98.62,97.88
PS,1989,98.37,98.33,98.07,97.73,97.29,97.39,97.38,97.37,97.73,98.08,98.56,98.65,97.91
PS,1990,98.53,98.23,98.09,97.68,97.44,97.34,97.44,97.42,97.71,98.13,98.37,98.62,97.92
PS,1991,98.46,98.37,98,97.76,97.5,97.28,97.27,97.5,97.86,98.03,98.54,98.57,97.92
PS,1992,98.72,98.3,98.12,97.87,97.49,97.22,97.44,97.49,97.75,98.07,98.4,98.73,97.97
PS,1993,98.52,98.4,98.18,97.88,97.45,97.39,97.33,97.58,97.7,98.19,98.43,98.63,97.97
PS,1994,98.42,98.22,98.06,97.83,97.49,97.19,97.27,97.45,97.84,98.14,98.57,98.72,97.93
PS,1995,98.65,98.34,98.13,97.87,97.49,97.21,97.32,97.46,97.64,97.96,98.27,98.74,97.92
PS,1996,98.44,98.29,97.94,97.78,97.5,97.34,97.33,97.47,97.58,98.02,98.32,98.55,97.88
PS,1997,98.55,98.27,98.15,98,97.62,97.54,97.35,97.55,97.91,98.43,98.43,98.55,98.03
PS,1998,98.51,98.44,98.16,97.9,97.47,97.26,97.38,97.55,97.59,97.91,98.27,98.62,97.92
PS,1999,98.41,98.43,97.82,97.58,97.43,97.4,97.32,97.54,97.65,97.96,98.4,98.55,97.87
PS,2000,98.4,98.16,98.01,97.59,97.52,97.28,97.32,97.38,97.76,97.95,98.31,98.47,97.85
PS,2001,98.35,98.14,97.99,97.88,97.4,97.34,97.39,97.47,97.73,97.99,98.38,98.71,97.9
PS,2002,98.47,98.51,98.05,97.75,97.38,97.38,97.51,97.47,97.83,98.11,98.37,98.53,97.94
PS,2003,98.6,98.31,98.11,97.82,97.47,97.29,97.43,97.51,97.69,98.04,98.54,98.64,97.95
PS,2004,98.49,98.43,98.06,97.77,97.51,97.46,97.42,97.46,97.83,98.27,98.53,98.55,97.98
PS,2005,98.43,98.4,98.14,97.97,97.54,97.25,97.38,97.58,97.61,98.07,98.47,98.48,97.94
PS,2006,98.54,98.37,98.09,97.75,97.54,97.45,97.37,97.46,97.72,98.29,98.44,98.63,97.97
PS,2007,98.64,98.32,98.1,97.86,97.45,97.28,97.41,97.47,97.53,98.08,98.41,98.48,97.92
PS,2008,98.39,98.32,98.02,97.78,97.42,97.42,97.39,97.49,97.72,98.18,98.33,98.47,97.91
PS,2009,98.54,98.23,98.05,97.75,97.4,97.37,97.32,97.59,97.66,98.09,98.35,98.55,97.91
PS,2010,98.63,98.35,98.11,97.85,97.41,97.42,97.42,97.5,97.7,97.87,98.24,98.27,97.89
PS,2011,98.43,98.28,98.07,97.88,97.51,97.33,97.33,97.42,97.66,98.13,98.38,98.41,97.9
PS,2012,98.38,98.22,98.06,97.78,97.42,97.35,97.35,97.5,97.74,98.21,98.29,98.42,97.89
PS,2013,98.51,98.39,98.16,97.81,97.37,97.3,97.25,97.53,97.69,97.97,98.44,98.52,97.91
PS,2014,98.65,98.31,98.31,97.97,97.67,97.33,97.39,97.59,97.8,98.23,98.42,98.53,98.02
PS,2015,98.63,98.44,98.34,97.99,97.62,97.45,97.5,97.67,97.86,98.27,98.4,98.56,98.06
PS,2016,98.57,98.39,98.18,97.81,97.56,97.43,97.48,97.52,97.65,98.08,98.46,98.52,97.97
PS,2017,98.56,98.47,98.08,97.79,97.58,97.46,97.49,97.51,97.8,97.99,98.33,98.55,97.96
PS,2018,98.41,98.43,98.1,97.84,97.59,97.4,97.36,97.47,97.9,98.28,98.45,98.56,97.98
PS,2019,98.66,98.46,98.16,97.86,97.59,97.4,97.42,97.47,97.75,98.22,98.44,98.62,98
PS,2020,98.54,98.54,98.18,98.02,97.63,97.46,97.48,97.44,97.62,97.84,98.5,98.54,97.98
PS,2021,98.38,98.42,98.15,97.93,97.6,97.54,97.39,97.58,97.56,98.01,98.24,98.59,97.95
