Population,Mean_1,Mean_2,Mean_3,Mean_4,Variance_1,Variance_2,Variance_3,Variance_4,Skewness_1,Skewness_2,Skewness_3,Skewness_4,AQI
4.70E+05,10.01,5.8884,6441.6,264.55,816.23,199,5.56E+08,6.74E+05,6.474,7.7826,7.1074,6.4392,87
4.71E+05,10.002,5.8954,6401,264.31,814.91,200.06,5.47E+08,6.73E+05,6.4804,7.7725,7.0746,6.4349,88
4.72E+05,9.9986,5.9032,6363.8,264.12,814.23,201.63,5.40E+08,6.72E+05,6.4926,7.7686,7.0411,6.4321,88
4.73E+05,9.9988,5.9117,6330.1,264,814.18,203.69,5.35E+08,6.72E+05,6.5105,7.7707,7.0075,6.4308,88
4.74E+05,10.003,5.9209,6300.3,263.93,814.71,206.21,5.31E+08,6.72E+05,6.5337,7.7783,6.9741,6.4309,89
4.74E+05,10.011,5.9306,6274.3,263.94,815.78,209.18,5.28E+08,6.73E+05,6.5617,7.7911,6.9411,6.4324,89
4.75E+05,10.023,5.9407,6252.3,264,817.32,212.56,5.26E+08,6.75E+05,6.5932,7.8088,6.9088,6.4354,89
4.76E+05,10.038,5.9512,6234.1,264.13,819.3,216.3,5.26E+08,6.77E+05,6.6271,7.8309,6.8774,6.4398,89
4.77E+05,10.057,5.9619,6219.5,264.31,821.66,220.36,5.27E+08,6.80E+05,6.6623,7.8572,6.847,6.4456,89
4.78E+05,10.078,5.9727,6208.5,264.54,824.36,224.68,5.30E+08,6.84E+05,6.6978,7.8872,6.818,6.4527,89
4.79E+05,10.103,5.9834,6200.7,264.82,827.36,229.2,5.33E+08,6.87E+05,6.733,7.9207,6.7903,6.461,89
4.79E+05,10.13,5.9941,6195.9,265.14,830.62,233.89,5.37E+08,6.92E+05,6.7678,7.9572,6.764,6.4706,89
4.80E+05,10.158,6.0046,6194,265.49,834.11,238.68,5.42E+08,6.96E+05,6.8021,7.9962,6.7393,6.4812,88
4.81E+05,10.188,6.0147,6194.7,265.87,837.79,243.53,5.48E+08,7.01E+05,6.8362,8.0374,6.7163,6.4927,88
4.82E+05,10.22,6.0245,6197.9,266.28,841.62,248.4,5.55E+08,7.06E+05,6.8703,8.0803,6.6949,6.5052,88
4.83E+05,10.253,6.0339,6203.3,266.7,845.57,253.28,5.62E+08,7.11E+05,6.9047,8.1245,6.6752,6.5184,87
4.84E+05,10.287,6.0427,6210.8,267.15,849.59,258.12,5.70E+08,7.16E+05,6.9397,8.1694,6.6571,6.5323,87
4.85E+05,10.321,6.051,6220.2,267.62,853.65,262.91,5.78E+08,7.22E+05,6.9756,8.2148,6.6406,6.5467,87
4.86E+05,10.357,6.0587,6231.4,268.1,857.73,267.62,5.87E+08,7.27E+05,7.0126,8.2603,6.6257,6.5615,87
4.87E+05,10.392,6.0657,6244.2,268.61,861.8,272.26,5.96E+08,7.33E+05,7.0509,8.3058,6.6123,6.5766,88
4.87E+05,10.429,6.0719,6258.3,269.14,866.7,276.78,6.06E+08,7.39E+05,7.0907,8.361,6.6003,6.592,88
4.88E+05,10.465,6.0775,6273.6,269.68,871.29,281.17,6.16E+08,7.45E+05,7.132,8.4127,6.5897,6.6075,88
4.89E+05,10.502,6.0822,6289.8,270.25,875.49,285.41,6.25E+08,7.51E+05,7.1749,8.4601,6.5804,6.6231,88
4.90E+05,10.539,6.086,6306.8,270.83,879.31,289.47,6.35E+08,7.57E+05,7.219,8.5033,6.5725,6.6386,88
4.91E+05,10.575,6.089,6324.2,271.43,882.7,293.31,6.44E+08,7.63E+05,7.2643,8.5413,6.5658,6.6539,88
4.92E+05,10.612,6.0912,6341.9,272.04,886.13,296.89,6.53E+08,7.69E+05,7.3101,8.5795,6.5603,6.6691,87
4.93E+05,10.647,6.0924,6359.6,272.64,889.63,300.19,6.62E+08,7.75E+05,7.3555,8.6184,6.5561,6.6838,86
4.94E+05,10.681,6.0927,6377.1,273.25,893.24,303.16,6.70E+08,7.81E+05,7.3997,8.6585,6.553,6.6982,84
4.95E+05,10.713,6.0922,6394.1,273.84,897.03,305.78,6.78E+08,7.86E+05,7.4414,8.7003,6.5511,6.7119,82
4.95E+05,10.744,6.0909,6410.5,274.41,901.04,308.02,6.85E+08,7.91E+05,7.4797,8.7445,6.5502,6.725,79
4.96E+05,10.772,6.0888,6426,274.95,905.3,309.85,6.91E+08,7.96E+05,7.5138,8.7915,6.5505,6.7373,76
4.97E+05,10.798,6.0859,6440.5,275.46,909.82,311.29,6.96E+08,8.01E+05,7.5435,8.8411,6.5518,6.7487,72
4.98E+05,10.821,6.0823,6453.9,275.92,914.52,312.31,7.01E+08,8.05E+05,7.5687,8.8925,6.5543,6.7592,68
4.99E+05,10.841,6.0781,6465.8,276.35,919.19,312.93,7.04E+08,8.08E+05,7.5896,8.9438,6.558,6.7685,63
5.00E+05,10.858,6.0732,6476.3,276.73,923.49,313.15,7.07E+08,8.11E+05,7.6065,8.9913,6.5629,6.7767,59
5.00E+05,10.872,6.0677,6485.1,277.07,926.96,312.98,7.09E+08,8.14E+05,7.6196,9.0301,6.5693,6.7838,55
5.01E+05,10.884,6.0616,6492,277.37,929.13,312.43,7.09E+08,8.16E+05,7.629,9.0553,6.577,6.7896,51
5.02E+05,10.892,6.055,6496.9,277.62,929.71,311.51,7.09E+08,8.18E+05,7.6348,9.0641,6.5863,6.7942,48
5.03E+05,10.897,6.048,6499.7,277.83,928.73,310.21,7.08E+08,8.19E+05,7.6368,9.0565,6.5971,6.7975,45
5.04E+05,10.9,6.0404,6500,278,926.47,308.54,7.05E+08,8.20E+05,7.635,9.0356,6.6094,6.7996,43
5.05E+05,10.899,6.0325,6497.8,278.12,923.34,306.5,7.02E+08,8.20E+05,7.629,9.0056,6.6231,6.8004,41
5.06E+05,10.895,6.0241,6492.9,278.2,919.72,304.09,6.97E+08,8.19E+05,7.6188,8.9703,6.6382,6.7998,41
5.07E+05,10.888,6.0155,6485,278.23,915.9,301.32,6.91E+08,8.19E+05,7.6039,8.9328,6.6545,6.798,41
5.08E+05,10.878,6.0066,6474,278.21,912.04,298.21,6.85E+08,8.17E+05,7.5844,8.8947,6.672,6.7949,43
5.08E+05,10.865,5.9975,6459.9,278.15,908.23,294.76,6.77E+08,8.16E+05,7.5603,8.857,6.6906,6.7904,45
5.09E+05,10.849,5.9883,6442.5,278.03,904.5,291.01,6.68E+08,8.13E+05,7.5318,8.8198,6.7101,6.7847,47
5.10E+05,10.83,5.9791,6421.9,277.86,900.85,286.99,6.58E+08,8.10E+05,7.4994,8.7833,6.7306,6.7778,50
5.11E+05,10.807,5.9698,6398,277.64,897.25,282.74,6.48E+08,8.07E+05,7.4638,8.7471,6.7521,6.7696,53
5.12E+05,10.783,5.9607,6371,277.38,893.69,278.3,6.36E+08,8.03E+05,7.4258,8.718,6.7745,6.7603,56
5.13E+05,10.756,5.9516,6341,277.07,890.6,273.72,6.25E+08,7.99E+05,7.3859,8.6853,6.7977,6.7499,59
5.14E+05,10.727,5.9428,6308.2,276.72,887.17,269.05,6.12E+08,7.94E+05,7.3447,8.6487,6.8217,6.7385,62
5.15E+05,10.696,5.9343,6272.8,276.34,883.38,264.31,5.99E+08,7.89E+05,7.3027,8.6083,6.8464,6.7262,64
5.16E+05,10.664,5.926,6235,275.93,879.21,259.55,5.86E+08,7.84E+05,7.26,8.5639,6.8715,6.7131,66
5.17E+05,10.631,5.9181,6195.1,275.49,874.68,254.8,5.72E+08,7.79E+05,7.2168,8.5159,6.8969,6.6993,67
5.18E+05,10.596,5.9106,6153.4,275.02,869.86,250.07,5.58E+08,7.74E+05,7.1731,8.468,6.9221,6.6848,68
5.19E+05,10.561,5.9035,6110.1,274.53,865.23,245.41,5.44E+08,7.68E+05,7.1288,8.4193,6.947,6.6698,68
5.19E+05,10.525,5.8969,6065.6,274.02,860.53,240.81,5.30E+08,7.62E+05,7.0838,8.3696,6.9713,6.6544,67
5.20E+05,10.489,5.8908,6020.2,273.49,855.76,236.31,5.17E+08,7.56E+05,7.0379,8.3187,6.9947,6.6387,66
5.21E+05,10.452,5.8852,5974.3,272.94,850.92,231.91,5.03E+08,7.50E+05,6.9911,8.2665,7.0171,6.6227,64
5.22E+05,10.415,5.8802,5928.3,272.37,846,227.64,4.90E+08,7.44E+05,6.9432,8.213,7.0383,6.6065,62
5.23E+05,10.378,5.8759,5882.6,271.79,841,223.52,4.77E+08,7.38E+05,6.8942,8.1583,7.0584,6.5903,61
5.24E+05,10.34,5.8721,5837.6,271.19,835.93,219.58,4.65E+08,7.32E+05,6.8443,8.1022,7.0773,6.5742,59
5.25E+05,10.304,5.8691,5793.9,270.59,830.8,215.84,4.54E+08,7.25E+05,6.7938,8.0451,7.095,6.5582,58
5.26E+05,10.268,5.8668,5752.1,269.98,825.63,212.34,4.44E+08,7.19E+05,6.7431,7.9871,7.1114,6.5425,57
5.27E+05,10.232,5.8652,5712.5,269.38,820.45,209.12,4.35E+08,7.13E+05,6.6928,7.9286,7.1264,6.5273,56
5.28E+05,10.199,5.8644,5675.7,268.78,815.31,206.22,4.27E+08,7.07E+05,6.6436,7.8703,7.1401,6.5126,56
5.29E+05,10.166,5.8644,5642.2,268.2,810.27,203.67,4.20E+08,7.02E+05,6.5966,7.813,7.1522,6.4985,57
5.30E+05,10.136,5.8651,5612.4,267.64,805.42,201.5,4.15E+08,6.96E+05,6.5524,7.7576,7.1629,6.4854,58
5.31E+05,10.109,5.8667,5586.6,267.11,800.85,199.76,4.10E+08,6.91E+05,6.5121,7.7053,7.1719,6.4731,59
5.32E+05,10.084,5.8691,5565.1,266.62,796.68,198.46,4.08E+08,6.87E+05,6.4765,7.6573,7.1795,6.4619,61
5.33E+05,10.062,5.8722,5548.2,266.17,793.04,197.62,4.06E+08,6.83E+05,6.4464,7.6151,7.1857,6.4519,63
5.34E+05,10.044,5.8761,5535.9,265.76,790.03,197.26,4.07E+08,6.79E+05,6.4222,7.5801,7.1907,6.4431,65
5.35E+05,10.029,5.8807,5528.3,265.41,787.78,197.38,4.08E+08,6.76E+05,6.4045,7.5534,7.1948,6.4357,67
5.36E+05,10.018,5.886,5525.5,265.11,786.37,197.99,4.11E+08,6.74E+05,6.3935,7.5359,7.1982,6.4297,68
5.37E+05,10.011,5.8919,5527.5,264.87,785.86,199.08,4.16E+08,6.72E+05,6.3894,7.5282,7.2012,6.4251,69
5.38E+05,10.007,5.8985,5534,264.68,786.24,200.64,4.22E+08,6.72E+05,6.3922,7.5304,7.2041,6.422,70
5.39E+05,10.008,5.9057,5545.2,264.56,787.49,202.67,4.29E+08,6.71E+05,6.4017,7.5422,7.2068,6.4205,70
5.40E+05,10.012,5.9134,5560.6,264.5,789.53,205.14,4.38E+08,6.72E+05,6.4176,7.5628,7.2096,6.4205,70
5.41E+05,10.02,5.9215,5580.2,264.49,792.27,208.04,4.48E+08,6.73E+05,6.4393,7.5911,7.2125,6.422,69
5.42E+05,10.032,5.93,5603.7,264.55,795.61,211.32,4.59E+08,6.74E+05,6.4665,7.626,7.2153,6.425,68
5.42E+05,10.048,5.9389,5630.7,264.66,799.41,214.96,4.71E+08,6.77E+05,6.4982,7.6663,7.2182,6.4294,66
5.43E+05,10.066,5.948,5660.8,264.83,803.59,218.91,4.83E+08,6.79E+05,6.5336,7.7109,7.2212,6.4353,64
5.44E+05,10.088,5.9573,5693.5,265.05,808.04,223.14,4.97E+08,6.83E+05,6.5721,7.7586,7.2243,6.4426,62
5.45E+05,10.112,5.9666,5728.4,265.32,812.68,227.6,5.11E+08,6.87E+05,6.6128,7.8086,7.2277,6.4511,60
5.46E+05,10.139,5.976,5764.9,265.63,817.45,232.23,5.25E+08,6.91E+05,6.655,7.8602,7.2315,6.4608,58
5.47E+05,10.168,5.9853,5802.5,265.98,822.31,236.99,5.40E+08,6.95E+05,6.6982,7.9128,7.2358,6.4716,57
5.48E+05,10.199,5.9945,5840.5,266.37,827.22,241.83,5.55E+08,7.00E+05,6.742,7.9661,7.2407,6.4834,55
5.49E+05,10.231,6.0035,5878.5,266.78,832.16,246.71,5.70E+08,7.05E+05,6.7861,8.0197,7.2463,6.496,54
5.50E+05,10.265,6.0121,5916,267.22,837.11,251.6,5.86E+08,7.10E+05,6.8305,8.0735,7.2523,6.5095,54
5.51E+05,10.299,6.0204,5952.4,267.69,842.06,256.46,6.01E+08,7.15E+05,6.875,8.1275,7.2587,6.5235,53
5.52E+05,10.334,6.0284,5987.5,268.17,847.01,261.27,6.16E+08,7.21E+05,6.9199,8.1815,7.2653,6.5382,53
5.53E+05,10.37,6.0358,6020.8,268.68,851.96,265.99,6.31E+08,7.27E+05,6.9651,8.2356,7.2717,6.5532,54
5.54E+05,10.407,6.0428,6052.1,269.21,856.9,270.61,6.45E+08,7.32E+05,7.011,8.2897,7.2777,6.5686,54
5.55E+05,10.444,6.0491,6081,269.76,861.83,275.11,6.59E+08,7.38E+05,7.0574,8.344,7.2833,6.5842,55
5.56E+05,10.481,6.0549,6107.5,270.32,866.76,279.47,6.72E+08,7.44E+05,7.1046,8.3984,7.2882,6.6,56
5.57E+05,10.518,6.0601,6131.2,270.9,871.71,283.66,6.85E+08,7.50E+05,7.1525,8.4532,7.2927,6.6158,56
5.58E+05,10.555,6.0645,6152,271.5,876.7,287.65,6.96E+08,7.56E+05,7.2009,8.5086,7.2968,6.6316,57
5.59E+05,10.592,6.0683,6169.9,272.11,881.75,291.44,7.07E+08,7.62E+05,7.2496,8.5649,7.3007,6.6473,58
5.60E+05,10.629,6.0713,6184.6,272.72,886.43,294.97,7.17E+08,7.68E+05,7.2982,8.6226,7.3044,6.6627,58
5.61E+05,10.665,6.0736,6196.2,273.33,890.71,298.22,7.26E+08,7.74E+05,7.3459,8.6821,7.3079,6.6778,59
5.62E+05,10.699,6.0751,6204.5,273.94,895.32,301.16,7.33E+08,7.80E+05,7.392,8.7438,7.3111,6.6925,59
5.63E+05,10.732,6.0758,6209.8,274.54,900.06,303.76,7.40E+08,7.86E+05,7.4357,8.8075,7.3141,6.7066,59
5.64E+05,10.764,6.0758,6212,275.12,904.97,306,7.45E+08,7.91E+05,7.476,8.8725,7.3164,6.7201,60
5.65E+05,10.793,6.0749,6211.4,275.67,910.04,307.84,7.48E+08,7.96E+05,7.5123,8.9372,7.3178,6.7328,61
5.66E+05,10.819,6.0733,6208.2,276.18,915.22,309.29,7.51E+08,8.01E+05,7.5442,8.9993,7.318,6.7446,62
5.67E+05,10.843,6.071,6202.8,276.66,920.38,310.33,7.52E+08,8.05E+05,7.5712,9.0559,7.3168,6.7555,63
5.68E+05,10.864,6.068,6195.3,277.1,925.32,310.96,7.52E+08,8.08E+05,7.5936,9.1046,7.3142,6.7653,65
5.69E+05,10.882,6.0642,6186.2,277.49,929.76,311.2,7.51E+08,8.12E+05,7.6114,9.1435,7.3102,6.7741,67
5.70E+05,10.896,6.0598,6175.7,277.83,933.39,311.04,7.48E+08,8.14E+05,7.6248,9.1719,7.3052,6.7817,70
5.71E+05,10.908,6.0548,6164.2,278.13,935.92,310.49,7.44E+08,8.17E+05,7.634,9.1897,7.2997,6.7881,74
5.72E+05,10.917,6.0491,6151.9,278.38,937.11,309.57,7.39E+08,8.18E+05,7.639,9.1973,7.2941,6.7933,77
5.73E+05,10.922,6.0429,6139.1,278.59,936.85,308.28,7.33E+08,8.19E+05,7.64,9.195,7.2886,6.7973,81
5.74E+05,10.925,6.0361,6125.9,278.75,935.17,306.63,7.26E+08,8.20E+05,7.6369,9.1827,7.2835,6.8,85
5.75E+05,10.924,6.0288,6112.4,278.86,932.2,304.61,7.18E+08,8.20E+05,7.6296,9.1604,7.2786,6.8015,89
5.76E+05,10.92,6.0211,6098.9,278.93,928.19,302.24,7.09E+08,8.20E+05,7.6179,9.1277,7.2825,6.8018,92
5.78E+05,10.913,6.0129,6085.4,278.94,923.45,299.52,6.99E+08,8.19E+05,7.6016,9.0851,7.2812,6.8007,96
5.79E+05,10.903,6.0044,6072,278.9,918.26,296.45,6.88E+08,8.18E+05,7.5806,9.0334,7.2793,6.7984,98
5.80E+05,10.889,5.9956,6058.8,278.81,912.87,293.07,6.76E+08,8.16E+05,7.5548,8.974,7.2767,6.7948,100
5.81E+05,10.873,5.9866,6045.7,278.66,907.47,289.38,6.64E+08,8.14E+05,7.5243,8.9286,7.2735,6.79,101
5.82E+05,10.853,5.9774,6033,278.46,902.17,285.42,6.52E+08,8.11E+05,7.4895,8.8776,7.2698,6.7839,101
5.83E+05,10.83,5.9681,6020.5,278.21,897.02,281.22,6.39E+08,8.08E+05,7.4509,8.8214,7.2661,6.7766,101
5.84E+05,10.804,5.9587,6008.4,277.91,892.01,276.83,6.26E+08,8.04E+05,7.4091,8.7605,7.2627,6.7681,99
5.85E+05,10.776,5.9494,5996.4,277.56,887.69,272.27,6.13E+08,8.00E+05,7.3648,8.68,7.2605,6.7586,97
5.87E+05,10.746,5.9402,5984.7,277.18,882.96,267.61,5.99E+08,7.95E+05,7.3187,8.5985,7.2604,6.7481,95
5.88E+05,10.714,5.9312,5973,276.76,877.84,262.86,5.86E+08,7.90E+05,7.2713,8.5173,7.2632,6.7367,92
5.89E+05,10.681,5.9224,5961.3,276.31,872.39,258.09,5.73E+08,7.85E+05,7.2232,8.4373,7.27,6.7244,89
5.91E+05,10.646,5.9139,5949.4,275.84,866.93,253.31,5.60E+08,7.80E+05,7.1746,8.3589,7.2812,6.7113,86
5.92E+05,10.611,5.9057,5937.2,275.35,861.55,248.55,5.47E+08,7.74E+05,7.1259,8.2821,7.297,6.6976,83
5.93E+05,10.574,5.8979,5924.5,274.83,856.23,243.85,5.34E+08,7.68E+05,7.0771,8.2067,7.3166,6.6834,81
5.95E+05,10.537,5.8905,5911.3,274.3,850.94,239.21,5.22E+08,7.63E+05,7.0282,8.1325,7.3393,6.6686,79
5.96E+05,10.5,5.8835,5897.5,273.75,845.68,234.67,5.11E+08,7.57E+05,6.9793,8.059,7.3641,6.6534,78
5.97E+05,10.462,5.8771,5883.1,273.18,840.42,230.24,5.00E+08,7.51E+05,6.9303,7.9857,7.3901,6.6379,77
5.99E+05,10.424,5.8712,5868.1,272.59,835.17,225.93,4.89E+08,7.44E+05,6.8811,7.9122,7.417,6.6222,77
6.00E+05,10.386,5.866,5852.6,272,829.91,221.78,4.80E+08,7.38E+05,6.8317,7.838,7.4447,6.6064,78
6.01E+05,10.347,5.8613,5836.5,271.39,824.63,217.79,4.71E+08,7.32E+05,6.7822,7.7629,7.4731,6.5906,80
6.03E+05,10.31,5.8574,5820.1,270.77,819.34,214.01,4.63E+08,7.26E+05,6.7329,7.6865,7.5025,6.5749,82
6.04E+05,10.272,5.8541,5803.3,270.14,814.04,210.45,4.55E+08,7.20E+05,6.6838,7.6088,7.5327,6.5594,84
6.05E+05,10.236,5.8516,5786.4,269.52,808.76,207.14,4.49E+08,7.13E+05,6.6356,7.5302,7.5636,6.5442,86
6.07E+05,10.201,5.8498,5769.4,268.9,803.53,204.13,4.43E+08,7.07E+05,6.5886,7.4512,7.5952,6.5296,88
6.08E+05,10.168,5.8489,5752.4,268.3,798.42,201.45,4.39E+08,7.02E+05,6.5436,7.3727,7.627,6.5155,89
6.09E+05,10.136,5.8487,5735.7,267.72,793.49,199.11,4.35E+08,6.96E+05,6.5012,7.296,7.6588,6.5022,91
6.11E+05,10.107,5.8494,5719.4,267.16,788.85,197.16,4.32E+08,6.91E+05,6.4623,7.2228,7.69,6.4897,91
6.12E+05,10.081,5.8509,5703.9,266.65,784.62,195.63,4.30E+08,6.86E+05,6.4276,7.1548,7.7201,6.4783,91
6.13E+05,10.058,5.8531,5689.2,266.17,780.92,194.52,4.29E+08,6.82E+05,6.3978,7.094,7.7486,6.4678,91
6.15E+05,10.038,5.8562,5675.9,265.75,777.88,193.86,4.28E+08,6.79E+05,6.3735,7.0423,7.775,6.4586,90
6.16E+05,10.022,5.86,5664.2,265.38,775.64,193.65,4.29E+08,6.75E+05,6.3551,7.0013,7.7988,6.4506,88
6.17E+05,10.01,5.8646,5654.6,265.07,774.3,193.92,4.31E+08,6.73E+05,6.3431,6.9724,7.8197,6.4439,86
6.19E+05,10.002,5.87,5647.2,264.82,773.95,194.65,4.33E+08,6.71E+05,6.3377,6.9567,7.8373,6.4386,84
6.20E+05,9.9979,5.876,5642.6,264.64,774.61,195.84,4.36E+08,6.70E+05,6.339,6.9545,7.8513,6.4346,82
6.21E+05,9.9979,5.8826,5640.9,264.52,776.27,197.48,4.40E+08,6.70E+05,6.3468,6.966,7.8614,6.4321,80
6.23E+05,10.002,5.8899,5642.4,264.47,778.88,199.56,4.45E+08,6.70E+05,6.3612,6.9908,7.867,6.4311,78
6.24E+05,10.01,5.8976,5647.3,264.49,782.32,202.07,4.51E+08,6.71E+05,6.3817,7.0279,7.8678,6.4315,76
6.25E+05,10.022,5.9059,5655.5,264.58,786.49,204.97,4.58E+08,6.72E+05,6.408,7.0762,7.8635,6.4333,75
6.27E+05,10.038,5.9146,5667.2,264.72,791.22,208.24,4.65E+08,6.74E+05,6.4395,7.1339,7.8542,6.4365,75
6.28E+05,10.057,5.9236,5682.4,264.92,796.39,211.84,4.74E+08,6.77E+05,6.4755,7.1993,7.8399,6.4411,74
6.29E+05,10.079,5.9329,5700.9,265.18,801.87,215.75,4.83E+08,6.80E+05,6.5154,7.2705,7.8212,6.4469,75
6.31E+05,10.105,5.9425,5722.7,265.49,807.53,219.92,4.93E+08,6.84E+05,6.5583,7.3456,7.7987,6.454,75
6.32E+05,10.132,5.9521,5747.8,265.84,813.29,224.3,5.04E+08,6.88E+05,6.6036,7.4231,7.773,6.4623,76
6.33E+05,10.163,5.9619,5775.9,266.23,819.07,228.87,5.15E+08,6.93E+05,6.6505,7.5015,7.7447,6.4717,77
6.35E+05,10.195,5.9716,5807,266.65,824.83,233.57,5.27E+08,6.98E+05,6.6985,7.5798,7.7142,6.482,78
6.36E+05,10.228,5.9813,5840.8,267.1,830.51,238.36,5.39E+08,7.03E+05,6.7471,7.6573,7.7004,6.4933,79
6.38E+05,10.263,5.9908,5877,267.58,836.12,243.21,5.51E+08,7.08E+05,6.7959,7.7337,7.6819,6.5053,79
6.39E+05,10.299,6.0001,5915.5,268.08,841.63,248.09,5.63E+08,7.13E+05,6.8448,7.8088,7.6593,6.518,78
6.41E+05,10.336,6.0092,5955.7,268.6,847.07,252.95,5.75E+08,7.19E+05,6.8937,7.8828,7.6337,6.5313,77
6.42E+05,10.374,6.018,5997.3,269.15,852.43,257.78,5.87E+08,7.25E+05,6.9425,7.956,7.6059,6.5452,76
6.43E+05,10.412,6.0264,6039.8,269.71,857.73,262.55,5.98E+08,7.31E+05,6.9912,8.0288,7.5767,6.5594,74
6.45E+05,10.451,6.0343,6082.5,270.29,862.98,267.23,6.10E+08,7.37E+05,7.04,8.1017,7.5462,6.5739,71
6.46E+05,10.49,6.0418,6125,270.89,868.21,271.8,6.22E+08,7.43E+05,7.0887,8.175,7.515,6.5887,68
6.48E+05,10.529,6.0488,6166.8,271.52,873.42,276.24,6.33E+08,7.49E+05,7.1375,8.2492,7.4831,6.6036,64
6.49E+05,10.568,6.0552,6207.3,272.16,878.66,280.52,6.47E+08,7.55E+05,7.1863,8.3247,7.4394,6.6187,61
6.50E+05,10.607,6.0609,6246,272.81,883.94,284.61,6.61E+08,7.61E+05,7.2348,8.4016,7.3954,6.6337,58
6.52E+05,10.645,6.066,6282.8,273.47,889.31,288.48,6.75E+08,7.68E+05,7.2827,8.4801,7.3513,6.6485,55
6.53E+05,10.683,6.0704,6317.1,274.14,894.25,292.11,6.89E+08,7.74E+05,7.3298,8.5598,7.3159,6.6632,52
6.55E+05,10.72,6.074,6348.7,274.81,898.81,295.46,7.03E+08,7.80E+05,7.3753,8.64,7.2788,6.6776,50
6.56E+05,10.755,6.0769,6377.6,275.46,902.95,298.49,7.15E+08,7.86E+05,7.4187,8.7195,7.241,6.6915,50
6.58E+05,10.788,6.0789,6403.3,276.1,907.92,301.17,7.28E+08,7.91E+05,7.4592,8.7963,7.2034,6.7049,49
6.59E+05,10.819,6.0802,6425.9,276.71,912.99,303.49,7.40E+08,7.97E+05,7.4961,8.8683,7.1664,6.7177,50
6.60E+05,10.848,6.0806,6445.2,277.29,918.13,305.42,7.52E+08,8.02E+05,7.5289,8.9331,7.1304,6.7297,52
6.62E+05,10.874,6.0802,6461,277.83,923.22,306.94,7.63E+08,8.06E+05,7.5571,8.9894,7.0953,6.7409,55
6.63E+05,10.896,6.079,6473.2,278.32,928.08,308.04,7.73E+08,8.10E+05,7.5807,9.0361,7.061,6.7511,58
6.65E+05,10.916,6.077,6481.8,278.76,932.47,308.73,7.83E+08,8.14E+05,7.5994,9.0733,7.0274,6.7604,61
6.66E+05,10.932,6.0742,6486.7,279.15,936.12,309,7.92E+08,8.17E+05,7.6135,9.1013,6.9942,6.7687,65
6.68E+05,10.945,6.0706,6487.9,279.49,938.8,308.85,8.01E+08,8.19E+05,7.6231,9.1208,6.9615,6.7759,69
6.69E+05,10.954,6.0662,6485.5,279.77,940.31,308.3,8.10E+08,8.21E+05,7.6283,9.1324,6.929,6.782,73
6.71E+05,10.96,6.061,6479.6,280.02,940.52,307.35,8.18E+08,8.23E+05,7.6293,9.1365,6.8966,6.787,76
6.72E+05,10.964,6.0551,6470.3,280.21,939.38,306,8.26E+08,8.24E+05,7.6262,9.1334,6.8643,6.7908,78
6.74E+05,10.963,6.0485,6457.8,280.35,936.92,304.26,8.33E+08,8.24E+05,7.6189,9.1231,6.8262,6.7935,80
6.75E+05,10.96,6.0412,6442.3,280.45,933.23,302.13,8.43E+08,8.24E+05,7.6073,9.1055,6.789,6.7949,81
6.77E+05,10.953,6.0334,6423.7,280.5,928.5,299.61,8.52E+08,8.24E+05,7.5913,9.0801,6.7527,6.7952,81
6.78E+05,10.942,6.025,6402.3,280.5,922.99,296.73,8.61E+08,8.23E+05,7.5707,9.0463,6.7173,6.7942,80
6.80E+05,10.928,6.016,6378.1,280.44,916.99,293.49,8.69E+08,8.21E+05,7.5455,9.0036,6.6843,6.792,78
6.81E+05,10.911,6.0067,6351.1,280.33,910.77,289.92,8.77E+08,8.19E+05,7.5156,8.9512,6.6504,6.7886,76
6.83E+05,10.89,5.997,6321.3,280.15,904.55,286.05,8.85E+08,8.16E+05,7.4811,8.8893,6.6165,6.784,73
6.84E+05,10.866,5.987,6288.7,279.92,898.46,281.92,8.92E+08,8.13E+05,7.4426,8.8188,6.5834,6.7782,70
6.86E+05,10.839,5.9769,6253.4,279.62,892.56,277.56,8.99E+08,8.09E+05,7.4004,8.7415,6.5517,6.7712,67
6.87E+05,10.809,5.9666,6215.3,279.28,887.62,273.02,9.06E+08,8.05E+05,7.3553,8.6601,6.5213,6.7632,63
6.89E+05,10.777,5.9563,6174.6,278.89,882.24,268.34,9.12E+08,8.00E+05,7.308,8.5773,6.4922,6.7541,60
6.90E+05,10.743,5.9459,6131.2,278.46,876.46,263.56,9.18E+08,7.95E+05,7.2592,8.4951,6.4642,6.7441,58
6.92E+05,10.708,5.9357,6085.4,278.01,870.37,258.72,9.23E+08,7.90E+05,7.2095,8.415,6.433,6.7332,56
6.93E+05,10.671,5.9256,6037.2,277.52,864.44,253.86,9.28E+08,7.85E+05,7.1595,8.3376,6.4028,6.7215,54
6.95E+05,10.634,5.9157,5986.8,277.02,858.65,249,9.33E+08,7.79E+05,7.1095,8.263,6.3734,6.7091,53
6.96E+05,10.595,5.906,5934.3,276.49,852.95,244.18,9.37E+08,7.74E+05,7.0598,8.1909,6.3447,6.696,53
6.98E+05,10.556,5.8967,5879.8,275.95,847.33,239.41,9.42E+08,7.68E+05,7.0104,8.1209,6.3167,6.6824,53
6.99E+05,10.517,5.8877,5823.3,275.39,841.77,234.72,9.45E+08,7.62E+05,6.9615,8.0526,6.2892,6.6683,54
