Population,Mean_1,Mean_2,Mean_3,Mean_4,Variance_1,Variance_2,Variance_3,Variance_4,Skewness_1,Skewness_2,Skewness_3,Skewness_4,AQI
25417,13.07,8.9606,13274,311.97,566.25,292.5,1.18E+09,4.06E+05,3.9423,4.1712,5.2378,4.1001,48
25500,13.059,8.9621,13231,311.83,565.26,292.95,1.17E+09,4.06E+05,3.9419,4.1709,5.245,4.1046,47
25583,13.05,8.966,13182,311.73,564.5,293.72,1.16E+09,4.05E+05,3.9414,4.171,5.2532,4.1094,46
25667,13.044,8.9726,13130,311.68,563.98,294.8,1.15E+09,4.06E+05,3.9407,4.1715,5.2624,4.1144,45
25750,13.041,8.9858,13090,311.66,563.73,296.54,1.14E+09,4.06E+05,3.9397,4.1724,5.2727,4.1181,45
25833,13.041,9.0019,13049,311.69,563.78,298.57,1.13E+09,4.06E+05,3.9385,4.1736,5.284,4.1214,45
25917,13.043,9.0207,13007,311.77,564.16,300.88,1.12E+09,4.07E+05,3.9373,4.1751,5.2963,4.1244,45
26000,13.05,9.0421,12964,311.9,564.95,303.43,1.11E+09,4.07E+05,3.936,4.1768,5.3095,4.127,45
26083,13.06,9.0657,12921,312.08,566.05,306.19,1.10E+09,4.08E+05,3.9347,4.1785,5.3235,4.1292,46
26167,13.078,9.0914,12878,312.33,567.45,309.15,1.09E+09,4.08E+05,3.9333,4.1804,5.3383,4.131,46
26250,13.1,9.1188,12834,312.64,569.15,312.28,1.07E+09,4.09E+05,3.9319,4.1824,5.3537,4.1323,46
26333,13.127,9.1477,12790,313.02,571.12,315.55,1.06E+09,4.10E+05,3.9305,4.1846,5.3693,4.1331,47
26417,13.157,9.1779,12745,313.46,573.35,318.93,1.05E+09,4.11E+05,3.929,4.1868,5.3848,4.1333,47
26500,13.19,9.2092,12699,313.97,575.82,322.41,1.04E+09,4.12E+05,3.9276,4.1893,5.3998,4.1329,47
26583,13.226,9.2414,12652,314.54,578.52,325.96,1.04E+09,4.13E+05,3.9262,4.192,5.4161,4.1318,47
26667,13.265,9.2743,12605,315.15,581.43,329.57,1.03E+09,4.14E+05,3.9248,4.1949,5.4338,4.1301,47
26750,13.306,9.3077,12557,315.79,584.53,333.21,1.02E+09,4.15E+05,3.9234,4.1981,5.4534,4.1278,47
26833,13.35,9.3415,12507,316.43,587.79,336.86,1.01E+09,4.16E+05,3.9221,4.2017,5.4758,4.1248,46
26917,13.395,9.3754,12457,317.05,591.19,340.5,1.00E+09,4.18E+05,3.9209,4.2056,5.5015,4.1213,45
27000,13.441,9.4094,12405,317.64,594.72,344.12,9.95E+08,4.19E+05,3.9197,4.2098,5.531,4.1174,44
27083,13.489,9.4432,12352,318.19,598.35,347.68,9.88E+08,4.20E+05,3.9186,4.2144,5.5644,4.1131,43
27167,13.537,9.4765,12298,318.71,602.07,351.16,9.82E+08,4.22E+05,3.9175,4.2194,5.6016,4.1084,42
27250,13.586,9.5093,12243,319.21,605.85,354.54,9.76E+08,4.23E+05,3.9166,4.2247,5.6426,4.1035,40
27333,13.635,9.5412,12187,319.68,609.67,357.8,9.70E+08,4.24E+05,3.9157,4.2302,5.6869,4.0982,39
27417,13.684,9.5721,12131,320.13,613.52,360.91,9.65E+08,4.25E+05,3.9148,4.236,5.7346,4.0928,38
27500,13.733,9.6017,12073,320.57,617.38,363.84,9.61E+08,4.26E+05,3.9141,4.2418,5.7853,4.0871,38
27583,13.782,9.6297,12016,320.98,621.23,366.58,9.57E+08,4.27E+05,3.9134,4.2476,5.8389,4.0812,37
27667,13.83,9.656,11958,321.38,625.04,369.1,9.54E+08,4.28E+05,3.9128,4.2532,5.8952,4.0752,37
27750,13.877,9.6804,11899,321.77,628.79,371.38,9.52E+08,4.29E+05,3.9122,4.2585,5.941,4.069,36
27833,13.923,9.7025,11841,322.13,632.46,373.39,9.50E+08,4.30E+05,3.9117,4.2635,5.9888,4.0627,36
27917,13.968,9.7222,11783,322.47,636.02,375.13,9.49E+08,4.31E+05,3.9112,4.2679,6.0384,4.0562,36
28000,14.01,9.7393,11726,322.79,639.43,376.57,9.49E+08,4.32E+05,3.9108,4.2718,6.09,4.0498,37
28000,14.051,9.7537,11670,323.09,642.67,377.71,9.49E+08,4.33E+05,3.9105,4.275,6.1436,4.0433,37
28000,14.088,9.7652,11615,323.37,645.7,378.52,9.50E+08,4.33E+05,3.9102,4.2776,6.1992,4.0368,37
28000,14.123,9.7737,11562,323.62,648.49,379.02,9.52E+08,4.34E+05,3.91,4.2796,6.2568,4.0305,38
28000,14.155,9.7791,11510,323.84,651.01,379.18,9.54E+08,4.35E+05,3.9098,4.2809,6.3163,4.0243,38
28000,14.182,9.7814,11462,324.03,653.23,379.02,9.58E+08,4.35E+05,3.9097,4.2817,6.3777,4.0183,38
28000,14.206,9.7805,11416,324.18,655.13,378.54,9.62E+08,4.35E+05,3.9097,4.282,6.4404,4.0125,38
28000,14.226,9.7766,11373,324.29,656.67,377.73,9.67E+08,4.36E+05,3.9097,4.2817,6.5038,4.0071,39
28000,14.24,9.7697,11333,324.36,657.85,376.61,9.72E+08,4.36E+05,3.9098,4.2811,6.5765,4.0021,39
28000,14.25,9.7597,11297,324.37,658.65,375.2,9.79E+08,4.36E+05,3.9099,4.28,6.6494,3.9974,39
28000,14.255,9.747,11265,324.32,659.05,373.5,9.86E+08,4.36E+05,3.9102,4.2785,6.722,3.9932,39
28000,14.255,9.7315,11237,324.21,659.05,371.52,9.94E+08,4.35E+05,3.9105,4.2767,6.7941,3.9894,39
28000,14.249,9.7135,11213,324.04,658.65,369.3,1.00E+09,4.35E+05,3.9108,4.2746,6.8653,3.986,39
28083,14.238,9.6931,11194,323.8,657.83,366.85,1.01E+09,4.34E+05,3.9113,4.2721,6.9355,3.9832,39
28167,14.223,9.6706,11178,323.5,656.61,364.18,1.02E+09,4.34E+05,3.9118,4.2693,7.0045,3.9808,40
28250,14.202,9.646,11167,323.13,654.99,361.32,1.03E+09,4.33E+05,3.9123,4.2662,7.0719,3.979,40
28333,14.176,9.6195,11161,322.7,652.98,358.28,1.04E+09,4.32E+05,3.913,4.2628,7.1375,3.9777,41
28417,14.146,9.5914,11158,322.23,650.6,355.09,1.05E+09,4.31E+05,3.9137,4.2592,7.2011,3.9768,42
28500,14.112,9.5619,11160,321.71,647.86,351.77,1.06E+09,4.30E+05,3.9145,4.2553,7.2625,3.9766,43
28583,14.074,9.5311,11166,321.16,644.8,348.34,1.07E+09,4.28E+05,3.9153,4.2511,7.3212,3.9769,44
28667,14.033,9.4992,11176,320.58,641.44,344.82,1.09E+09,4.27E+05,3.9162,4.2468,7.3768,3.9777,46
28750,13.989,9.4663,11190,320,637.82,341.23,1.10E+09,4.26E+05,3.9171,4.2422,7.4291,3.9791,47
28833,13.942,9.4328,11207,319.41,633.96,337.59,1.11E+09,4.24E+05,3.918,4.2375,7.4774,3.9811,48
28917,13.893,9.3988,11228,318.83,629.91,333.92,1.12E+09,4.22E+05,3.919,4.2327,7.5214,3.9837,49
29000,13.842,9.3645,11252,318.27,625.69,330.24,1.13E+09,4.21E+05,3.92,4.2276,7.5605,3.9867,50
29083,13.79,9.3301,11278,317.74,621.36,326.6,1.14E+09,4.19E+05,3.9209,4.2223,7.5943,3.9904,51
29167,13.737,9.2959,11306,317.24,616.93,323,1.15E+09,4.18E+05,3.9219,4.2167,7.6225,3.9945,52
29250,13.684,9.2621,11337,316.77,612.44,319.48,1.16E+09,4.16E+05,3.9228,4.2107,7.6447,3.9991,53
29333,13.63,9.2291,11368,316.35,607.92,316.06,1.16E+09,4.15E+05,3.9237,4.2045,7.6606,4.0041,54
29417,13.576,9.197,11400,315.97,603.4,312.79,1.17E+09,4.13E+05,3.9246,4.1979,7.6701,4.0096,54
29500,13.522,9.1662,11433,315.63,598.91,309.68,1.17E+09,4.12E+05,3.9254,4.1912,7.6731,4.0154,54
29583,13.468,9.1369,11466,315.33,594.48,306.76,1.18E+09,4.11E+05,3.9261,4.1846,7.6696,4.0215,55
29667,13.416,9.1095,11498,315.08,590.14,304.07,1.18E+09,4.10E+05,3.9268,4.1783,7.6597,4.028,55
29750,13.365,9.0841,11528,314.86,585.93,301.61,1.18E+09,4.09E+05,3.9273,4.1727,7.6434,4.0347,55
29833,13.315,9.061,11558,314.67,581.88,299.42,1.18E+09,4.08E+05,3.9278,4.1678,7.621,4.0416,55
29917,13.268,9.0403,11585,314.52,578.02,297.5,1.18E+09,4.07E+05,3.9281,4.1638,7.5926,4.0486,56
30000,13.223,9.0223,11610,314.39,574.39,295.88,1.18E+09,4.07E+05,3.9283,4.1605,7.5585,4.0558,56
30083,13.18,9.007,11632,314.28,571.02,294.55,1.18E+09,4.07E+05,3.9284,4.1581,7.5192,4.063,57
30167,13.142,8.9946,11650,314.2,567.95,293.52,1.17E+09,4.06E+05,3.9284,4.1564,7.4751,4.0701,57
30250,13.107,8.9851,11665,314.14,565.21,292.81,1.16E+09,4.06E+05,3.9282,4.1555,7.4265,4.0773,58
30333,13.076,8.9786,11675,314.1,562.83,292.42,1.16E+09,4.06E+05,3.9278,4.1552,7.3742,4.0843,58
30417,13.05,8.9752,11681,314.08,560.82,292.35,1.15E+09,4.06E+05,3.9274,4.1557,7.3188,4.0911,59
30500,13.028,8.9749,11681,314.08,559.19,292.61,1.14E+09,4.07E+05,3.9268,4.1569,7.2608,4.0976,60
30583,13.012,8.9777,11676,314.12,557.96,293.19,1.12E+09,4.07E+05,3.926,4.1588,7.2009,4.1038,60
30667,13,8.9837,11664,314.19,557.13,294.1,1.11E+09,4.08E+05,3.9252,4.1612,7.1399,4.1096,61
30750,12.994,8.9928,11646,314.31,556.69,295.32,1.10E+09,4.09E+05,3.9243,4.1627,7.0784,4.115,61
30833,12.992,9.0049,11621,314.47,556.65,296.85,1.08E+09,4.10E+05,3.9232,4.1645,7.017,4.1199,61
30917,12.996,9.02,11589,314.69,556.99,298.67,1.06E+09,4.11E+05,3.9221,4.1666,6.9563,4.1242,61
31000,13.004,9.0378,11550,314.95,557.71,300.76,1.05E+09,4.12E+05,3.9209,4.169,6.8969,4.1279,61
31083,13.017,9.0581,11504,315.25,558.79,303.1,1.03E+09,4.13E+05,3.9197,4.1716,6.8391,4.131,61
31167,13.035,9.0808,11454,315.59,560.22,305.68,1.01E+09,4.14E+05,3.9184,4.176,6.7836,4.1334,61
31250,13.057,9.1056,11388,315.96,561.98,308.47,9.88E+08,4.15E+05,3.9171,4.1807,6.7307,4.1352,60
31333,13.083,9.1323,11320,316.37,564.06,311.44,9.68E+08,4.16E+05,3.9157,4.1856,6.6808,4.1362,60
31417,13.113,9.1606,11254,316.8,566.45,314.58,9.48E+08,4.17E+05,3.9144,4.1907,6.6345,4.1366,60
31500,13.147,9.1904,11190,317.27,569.11,317.86,9.28E+08,4.18E+05,3.913,4.1958,6.5921,4.1362,60
31583,13.184,9.2214,11128,317.76,572.04,321.26,9.08E+08,4.20E+05,3.9117,4.2012,6.554,4.1351,60
31667,13.224,9.2534,11067,318.28,575.2,324.77,8.89E+08,4.21E+05,3.9105,4.2067,6.5207,4.1334,60
31750,13.267,9.2863,11006,318.83,578.59,328.35,8.70E+08,4.22E+05,3.9093,4.2123,6.4926,4.1309,61
31833,13.313,9.3198,10943,319.39,582.17,332,8.51E+08,4.23E+05,3.9081,4.2183,6.4699,4.1279,61
31917,13.36,9.3538,10879,319.97,585.92,335.68,8.34E+08,4.25E+05,3.9071,4.2244,6.453,4.1242,62
32000,13.41,9.3881,10814,320.49,589.81,339.37,8.17E+08,4.26E+05,3.9061,4.2309,6.442,4.12,62
32083,13.461,9.4225,10747,321.05,593.81,343.05,8.01E+08,4.27E+05,3.9053,4.2378,6.437,4.1152,63
32167,13.513,9.4567,10679,321.65,597.91,346.69,7.86E+08,4.29E+05,3.9046,4.2449,6.4379,4.11,63
32250,13.566,9.4906,10610,322.29,602.07,350.26,7.72E+08,4.30E+05,3.904,4.2524,6.4445,4.1044,64
32333,13.619,9.5239,10539,322.97,606.27,353.74,7.60E+08,4.31E+05,3.9036,4.2601,6.4566,4.0985,64
32417,13.673,9.5563,10467,323.65,610.47,357.09,7.49E+08,4.32E+05,3.9032,4.268,6.4738,4.0923,64
32500,13.726,9.5875,10393,324.32,614.65,360.29,7.39E+08,4.33E+05,3.903,4.2761,6.4957,4.0859,64
32583,13.778,9.6173,10318,324.97,618.79,363.31,7.31E+08,4.34E+05,3.9029,4.2841,6.5219,4.0793,63
32667,13.829,9.6454,10245,325.6,622.86,366.13,7.25E+08,4.35E+05,3.903,4.292,6.5521,4.0725,62
32750,13.879,9.6715,10174,326.2,626.83,368.72,7.21E+08,4.35E+05,3.9032,4.2996,6.5857,4.0658,61
32833,13.927,9.6954,10107,326.76,630.68,371.06,7.19E+08,4.36E+05,3.9034,4.3068,6.6224,4.0589,60
32917,13.973,9.7169,10045,327.29,634.39,373.12,7.19E+08,4.37E+05,3.9038,4.3133,6.6618,4.0521,59
33000,14.017,9.7356,9987.9,327.76,637.92,374.91,7.21E+08,4.37E+05,3.9043,4.3191,6.7036,4.0454,57
33167,14.058,9.7515,9935.1,328.2,641.26,376.39,7.25E+08,4.38E+05,3.9048,4.3241,6.7473,4.0388,55
33333,14.096,9.7644,9886.1,328.58,644.39,377.56,7.31E+08,4.38E+05,3.9055,4.3282,6.7926,4.0323,54
33500,14.131,9.7741,9840.4,328.92,647.27,378.41,7.39E+08,4.38E+05,3.9062,4.3314,6.8391,4.0261,53
33667,14.162,9.7806,9797.5,329.21,649.89,378.94,7.48E+08,4.39E+05,3.9069,4.3335,6.8864,4.0201,52
33833,14.189,9.7839,9757.1,329.45,652.24,379.14,7.58E+08,4.39E+05,3.9077,4.3347,6.9343,4.0144,51
34000,14.213,9.7838,9718.9,329.65,654.28,379.02,7.69E+08,4.39E+05,3.9085,4.3349,6.9821,4.0091,50
34167,14.232,9.7805,9683,329.79,656.01,378.57,7.80E+08,4.39E+05,3.9094,4.3342,7.0297,4.0042,50
34333,14.246,9.7741,9649.5,329.88,657.4,377.82,7.93E+08,4.39E+05,3.9102,4.3326,7.0765,3.9998,51
34500,14.256,9.7646,9618.6,329.91,658.45,376.76,8.05E+08,4.39E+05,3.911,4.3303,7.1222,3.9958,51
34667,14.261,9.7522,9590.9,329.89,659.14,375.42,8.19E+08,4.38E+05,3.9117,4.3273,7.1665,3.9923,52
34833,14.261,9.7371,9566.6,329.81,659.47,373.81,8.33E+08,4.38E+05,3.9124,4.3237,7.2091,3.9893,53
35000,14.257,9.7194,9546.6,329.66,659.42,371.95,8.48E+08,4.38E+05,3.9131,4.3196,7.2496,3.9869,54
35083,14.247,9.6994,9531.2,329.46,658.99,369.85,8.64E+08,4.37E+05,3.9137,4.3151,7.288,3.9851,56
35167,14.233,9.6773,9520.9,329.2,658.17,367.52,8.80E+08,4.36E+05,3.9143,4.3104,7.3239,3.9838,57
35250,14.214,9.6533,9516.1,328.89,656.96,365,8.97E+08,4.36E+05,3.9147,4.3053,7.3574,3.9831,58
35333,14.19,9.6275,9516.7,328.53,655.37,362.29,9.15E+08,4.35E+05,3.9152,4.3001,7.3883,3.983,59
35417,14.162,9.6002,9522.6,328.12,653.39,359.41,9.34E+08,4.34E+05,3.9155,4.2946,7.4167,3.9834,60
35500,14.13,9.5714,9533.5,327.67,651.02,356.38,9.53E+08,4.33E+05,3.9158,4.2889,7.4425,3.9844,60
35583,14.094,9.5415,9549,327.17,648.29,353.19,9.73E+08,4.32E+05,3.916,4.283,7.4659,3.9861,60
35667,14.055,9.5104,9568.7,326.64,645.2,349.88,9.92E+08,4.31E+05,3.9161,4.2769,7.4868,3.9882,60
35750,14.012,9.4783,9592.4,326.08,641.76,346.45,1.01E+09,4.29E+05,3.9162,4.2704,7.5055,3.991,59
35833,13.966,9.4455,9619.6,325.48,637.99,342.91,1.03E+09,4.28E+05,3.9162,4.2637,7.5219,3.9944,58
35917,13.917,9.4119,9650.2,324.86,633.93,339.28,1.05E+09,4.27E+05,3.9161,4.2566,7.5362,3.9983,57
36000,13.866,9.3779,9683.7,324.21,629.59,335.58,1.06E+09,4.25E+05,3.916,4.2492,7.5484,4.0029,55
36167,13.814,9.3436,9719.8,323.54,625,331.83,1.07E+09,4.24E+05,3.9158,4.2415,7.5588,4.0079,54
36333,13.76,9.3093,9758.2,322.85,620.21,328.06,1.09E+09,4.22E+05,3.9156,4.2335,7.5673,4.0136,52
36500,13.705,9.2752,9798.4,322.14,615.25,324.3,1.10E+09,4.21E+05,3.9154,4.2252,7.5741,4.0198,50
36667,13.649,9.2416,9840,321.43,610.14,320.58,1.10E+09,4.19E+05,3.9151,4.2168,7.5792,4.0264,49
36833,13.593,9.2088,9882.2,320.71,604.95,316.93,1.11E+09,4.18E+05,3.9149,4.2083,7.5829,4.0335,47
37000,13.537,9.1771,9924.5,320,599.69,313.38,1.12E+09,4.16E+05,3.9146,4.1998,7.5851,4.0411,46
37167,13.481,9.1468,9966.2,319.3,594.41,309.96,1.12E+09,4.14E+05,3.9143,4.1916,7.5859,4.049,44
37333,13.427,9.1182,10006,318.62,589.15,306.7,1.12E+09,4.13E+05,3.9141,4.1839,7.5853,4.0572,43
37500,13.373,9.0914,10013,317.96,583.94,303.63,1.12E+09,4.12E+05,3.9138,4.1768,7.5835,4.0657,42
37667,13.321,9.0669,10023,317.33,578.81,300.76,1.11E+09,4.10E+05,3.9136,4.1703,7.5803,4.0743,41
37833,13.271,9.0446,10034,316.74,573.8,298.11,1.11E+09,4.09E+05,3.9134,4.1647,7.5757,4.0831,41
38000,13.223,9.0248,10046,316.19,568.94,295.69,1.10E+09,4.08E+05,3.9132,4.1597,7.5698,4.092,40
38167,13.178,9.0075,10056,315.69,564.26,293.51,1.09E+09,4.07E+05,3.913,4.1555,7.5625,4.1008,40
38333,13.136,8.9928,10065,315.24,559.8,291.58,1.08E+09,4.06E+05,3.9129,4.1519,7.5537,4.1097,40
38500,13.097,8.9808,10073,314.84,555.59,289.9,1.07E+09,4.05E+05,3.9128,4.149,7.5434,4.1185,40
38667,13.062,8.9715,10078,314.5,551.65,288.48,1.06E+09,4.04E+05,3.9127,4.1466,7.5314,4.1271,40
38833,13.031,8.965,10082,314.22,548.03,287.32,1.05E+09,4.03E+05,3.9126,4.1448,7.5177,4.1356,40
39000,13.004,8.9613,10101,314.01,544.75,286.45,1.04E+09,4.03E+05,3.9126,4.1436,7.5023,4.1438,40
39167,12.982,8.9605,10117,313.86,541.85,285.88,1.03E+09,4.03E+05,3.9125,4.143,7.4849,4.1517,41
39333,12.965,8.9626,10129,313.77,539.34,285.6,1.02E+09,4.02E+05,3.9125,4.143,7.4654,4.1592,41
39500,12.952,8.9676,10136,313.75,537.26,285.64,1.01E+09,4.02E+05,3.9126,4.1437,7.4439,4.1663,42
39667,12.945,8.9757,10139,313.79,535.62,286.01,1.01E+09,4.02E+05,3.9126,4.1452,7.4201,4.1729,43
39833,12.942,8.9866,10137,313.9,534.45,286.7,9.95E+08,4.03E+05,3.9126,4.1474,7.3939,4.1789,44
40000,12.945,9.0003,10130,314.06,533.75,287.71,9.84E+08,4.03E+05,3.9127,4.1503,7.3653,4.1842,45
40167,12.952,9.0167,10116,314.29,533.53,289.05,9.71E+08,4.03E+05,3.9127,4.154,7.3341,4.1889,47
40333,12.965,9.0356,10096,314.56,533.8,290.69,9.58E+08,4.04E+05,3.9127,4.1582,7.3004,4.1927,48
40500,12.982,9.0567,10069,314.87,534.56,292.62,9.44E+08,4.05E+05,3.9128,4.1629,7.2641,4.1957,49
40667,13.004,9.0799,10038,315.23,535.79,294.81,9.29E+08,4.06E+05,3.9128,4.1678,7.2253,4.1978,51
40833,13.03,9.1049,9993.6,315.62,537.49,297.25,9.14E+08,4.06E+05,3.9128,4.173,7.1842,4.199,52
41000,13.06,9.1316,9950.1,316.05,539.64,299.92,8.99E+08,4.07E+05,3.9128,4.1783,7.141,4.1992,53
41167,13.094,9.1596,9910.7,316.51,542.22,302.8,8.83E+08,4.09E+05,3.9127,4.1837,7.096,4.1986,54
41333,13.131,9.1889,9879.1,317,545.21,305.87,8.66E+08,4.10E+05,3.9127,4.1892,7.0495,4.1969,54
41500,13.172,9.2192,9847.7,317.52,548.58,309.11,8.50E+08,4.11E+05,3.9127,4.1949,7.0018,4.1944,54
41667,13.215,9.2504,9816.4,318.06,552.3,312.5,8.35E+08,4.12E+05,3.9126,4.2006,6.9533,4.1909,54
41833,13.262,9.2824,9785.1,318.63,556.34,316.04,8.20E+08,4.14E+05,3.9125,4.2066,6.9044,4.1865,54
42000,13.31,9.3149,9753.7,319.23,560.68,319.7,8.07E+08,4.15E+05,3.9124,4.2128,6.8555,4.1813,53
42083,13.36,9.3479,9721.8,319.85,565.26,323.47,7.95E+08,4.16E+05,3.9124,4.2192,6.8068,4.1754,52
42167,13.412,9.3811,9689.2,320.48,570.07,327.32,7.85E+08,4.18E+05,3.9123,4.226,6.7587,4.1686,52
42250,13.465,9.4144,9655.7,321.13,575.06,331.22,7.76E+08,4.19E+05,3.9122,4.2331,6.7117,4.1613,51
42333,13.519,9.4475,9620.7,321.79,580.19,335.15,7.68E+08,4.21E+05,3.9121,4.2406,6.6659,4.1533,50
42417,13.573,9.4802,9584.3,322.46,585.42,339.07,7.61E+08,4.22E+05,3.912,4.2484,6.6218,4.1448,50
42500,13.628,9.5122,9546.3,323.12,590.73,342.94,7.56E+08,4.23E+05,3.9119,4.2566,6.5797,4.1359,50
42583,13.682,9.5432,9506.9,323.78,596.07,346.72,7.52E+08,4.25E+05,3.9119,4.265,6.5401,4.1266,50
42667,13.735,9.573,9466.6,324.41,601.4,350.39,7.48E+08,4.26E+05,3.9119,4.2735,6.5035,4.117,51
42750,13.788,9.6012,9426.2,325.03,606.7,353.89,7.46E+08,4.28E+05,3.9118,4.2821,6.4702,4.1073,52
42833,13.839,9.6276,9387.1,325.61,611.93,357.2,7.45E+08,4.29E+05,3.9119,4.2905,6.4408,4.0975,53
42917,13.889,9.652,9350.5,326.16,617.04,360.27,7.45E+08,4.30E+05,3.9119,4.2987,6.4158,4.0877,55
43000,13.936,9.6741,9317.8,326.66,622.01,363.1,7.46E+08,4.31E+05,3.912,4.3064,6.3956,4.078,57
43167,13.982,9.6936,9290,327.13,626.81,365.64,7.48E+08,4.32E+05,3.9121,4.3134,6.3808,4.0684,59
43333,14.024,9.7104,9267.5,327.55,631.39,367.87,7.50E+08,4.33E+05,3.9122,4.3196,6.3717,4.059,61
43500,14.063,9.7244,9250.2,327.93,635.73,369.79,7.53E+08,4.34E+05,3.9123,4.3249,6.3687,4.05,63
43667,14.1,9.7353,9237.6,328.26,639.79,371.38,7.57E+08,4.35E+05,3.9125,4.3291,6.372,4.0412,65
43833,14.132,9.7432,9228.9,328.55,643.55,372.62,7.62E+08,4.36E+05,3.9127,4.3322,6.3819,4.0329,66
44000,14.161,9.748,9223.5,328.79,646.97,373.5,7.68E+08,4.36E+05,3.9129,4.3341,6.3983,4.025,67
44167,14.185,9.7497,9220.8,328.99,650.03,374.03,7.74E+08,4.37E+05,3.9131,4.3349,6.4214,4.0177,67
44333,14.206,9.7483,9220.3,329.14,652.7,374.21,7.82E+08,4.37E+05,3.9134,4.3345,6.451,4.0109,66
44500,14.221,9.7438,9221.8,329.24,654.97,374.02,7.90E+08,4.38E+05,3.9136,4.333,6.487,4.0047,65
44667,14.233,9.7364,9225.1,329.29,656.81,373.5,7.99E+08,4.38E+05,3.9139,4.3305,6.5294,3.9993,63
44833,14.239,9.7263,9229.8,329.29,658.22,372.63,8.08E+08,4.38E+05,3.9142,4.3272,6.5777,3.9945,61
45000,14.241,9.7136,9236,329.23,659.17,371.46,8.18E+08,4.38E+05,3.9144,4.3232,6.6318,3.9904,58
45167,14.239,9.6985,9235.6,329.12,659.67,369.98,8.29E+08,4.38E+05,3.9147,4.3186,6.6914,3.9872,55
45333,14.231,9.6812,9235.5,328.94,659.71,368.24,8.39E+08,4.37E+05,3.9149,4.3135,6.756,3.9847,52
45500,14.219,9.662,9235.3,328.72,659.29,366.25,8.50E+08,4.37E+05,3.9151,4.308,6.8253,3.983,50
45667,14.202,9.641,9234.3,328.43,658.41,364.03,8.61E+08,4.36E+05,3.9152,4.3022,6.8987,3.982,47
45833,14.181,9.6184,9231.7,328.1,657.09,361.62,8.72E+08,4.36E+05,3.9154,4.2963,6.9758,3.9818,46
46000,14.155,9.5945,9226.7,327.72,655.32,359.02,8.83E+08,4.35E+05,3.9154,4.2901,7.0558,3.9823,45
46167,14.125,9.5693,9237.7,327.3,653.12,356.26,8.94E+08,4.34E+05,3.9155,4.2838,7.1384,3.9836,45
46333,14.091,9.5429,9249.5,326.84,650.5,353.35,9.05E+08,4.33E+05,3.9155,4.2772,7.2229,3.9855,46
46500,14.054,9.5156,9261.7,326.35,647.47,350.3,9.15E+08,4.32E+05,3.9154,4.2705,7.3088,3.988,48
46667,14.013,9.4873,9274,325.82,644.05,347.12,9.26E+08,4.31E+05,3.9153,4.2636,7.3956,3.9912,52
46833,13.969,9.4583,9286.4,325.27,640.28,343.83,9.37E+08,4.30E+05,3.9151,4.2564,7.4826,3.9949,56
47000,13.922,9.4285,9298.5,324.7,636.17,340.42,9.47E+08,4.28E+05,3.9149,4.249,7.5695,3.9992,61
47250,13.873,9.3982,9310.4,324.11,631.75,336.92,9.57E+08,4.27E+05,3.9147,4.2413,7.6559,4.004,66
47500,13.822,9.3674,9321.9,323.49,627.08,333.35,9.67E+08,4.26E+05,3.9144,4.2334,7.7412,4.0093,73
47750,13.769,9.3364,9332.9,322.86,622.18,329.71,9.77E+08,4.24E+05,3.914,4.2251,7.825,4.0152,79
48000,13.716,9.3055,9343.5,322.22,617.09,326.05,9.86E+08,4.23E+05,3.9136,4.2165,7.9071,4.0215,85
48250,13.661,9.2748,9353.8,321.57,611.87,322.39,9.95E+08,4.21E+05,3.9132,4.2077,7.9869,4.0282,91
48500,13.607,9.2447,9363.9,320.91,606.56,318.76,1.00E+09,4.19E+05,3.9128,4.1986,8.0508,4.0354,97
48750,13.553,9.2154,9374,320.25,601.19,315.21,1.01E+09,4.18E+05,3.9123,4.1895,8.1106,4.043,102
49000,13.499,9.1873,9384.6,319.59,595.8,311.77,1.02E+09,4.16E+05,3.9118,4.1804,8.166,4.051,106
49250,13.446,9.1606,9395.8,318.95,590.44,308.47,1.02E+09,4.15E+05,3.9113,4.1717,8.2172,4.0592,109
49500,13.394,9.1355,9408.2,318.32,585.14,305.35,1.03E+09,4.13E+05,3.9109,4.1636,8.2643,4.0678,111
49750,13.343,9.1124,9422.2,317.71,579.94,302.43,1.03E+09,4.12E+05,3.9104,4.1563,8.3075,4.0766,111
50000,13.295,9.0912,9438,317.14,574.87,299.74,1.03E+09,4.10E+05,3.9099,4.1498,8.3468,4.0855,111
50250,13.248,9.0722,9456,316.6,569.96,297.27,1.03E+09,4.09E+05,3.9095,4.1441,8.3823,4.0946,110
50500,13.204,9.0554,9476.2,316.11,565.23,295.05,1.03E+09,4.08E+05,3.909,4.1394,8.4141,4.1036,108
50750,13.163,9.0409,9498.6,315.66,560.74,293.08,1.03E+09,4.07E+05,3.9087,4.1354,8.4422,4.1126,105
51000,13.126,9.0286,9523,315.27,556.49,291.36,1.03E+09,4.06E+05,3.9083,4.1322,8.4667,4.1215,102
51250,13.091,9.0187,9549.4,314.94,552.53,289.9,1.03E+09,4.05E+05,3.908,4.1297,8.4876,4.1302,99
51500,13.061,9.0111,9577.4,314.68,548.88,288.7,1.03E+09,4.04E+05,3.9077,4.1279,8.5049,4.1386,95
51750,13.035,9.0058,9606.8,314.48,545.57,287.76,1.03E+09,4.04E+05,3.9075,4.1266,8.5185,4.1468,92
52000,13.013,9.003,9637.5,314.34,542.65,287.09,1.02E+09,4.03E+05,3.9073,4.1261,8.5457,4.1546,89
