T2M,RH2M,WS10M,WS50M,T2M_MAX,T2M_MIN,WS10M_MAX,WS10M_MIN,WS50M_MAX,WS50M_MIN,P,POPULATION
26.786,59.311,3.34,4.8526,36.252,18.386,7.8798,0.19976,10.236,0.25525,97.198,5.84E+05
26.785,59.308,3.34,4.8527,36.251,18.385,7.8796,0.19979,10.236,0.2553,97.197,5.85E+05
26.785,59.305,3.34,4.8528,36.251,18.385,7.8794,0.19983,10.235,0.25534,97.196,5.87E+05
26.784,59.302,3.3399,4.8528,36.251,18.384,7.8791,0.19987,10.235,0.25538,97.195,5.88E+05
26.784,59.299,3.3399,4.8529,36.25,18.383,7.8789,0.1999,10.235,0.25542,97.195,5.89E+05
26.783,59.296,3.3399,4.853,36.25,18.382,7.8787,0.19994,10.234,0.25546,97.194,5.91E+05
26.782,59.293,3.3399,4.8531,36.249,18.382,7.8784,0.19998,10.234,0.25551,97.193,5.92E+05
26.782,59.29,3.3399,4.8532,36.249,18.381,7.8782,0.20001,10.234,0.25555,97.192,5.93E+05
26.781,59.287,3.3399,4.8533,36.248,18.38,7.878,0.20005,10.233,0.25559,97.191,5.95E+05
26.781,59.284,3.3399,4.8533,36.248,18.379,7.8778,0.20009,10.233,0.25564,97.19,5.96E+05
26.78,59.281,3.3399,4.8534,36.247,18.379,7.8775,0.20012,10.233,0.25568,97.189,5.97E+05
26.78,59.278,3.3399,4.8535,36.247,18.378,7.8773,0.20016,10.232,0.25572,97.188,5.99E+05
26.779,59.275,3.3398,4.8536,36.246,18.377,7.8771,0.2002,10.232,0.25577,97.188,6.00E+05
26.779,59.272,3.3398,4.8537,36.246,18.376,7.8769,0.20024,10.232,0.25581,97.187,6.01E+05
26.778,59.269,3.3398,4.8538,36.246,18.376,7.8767,0.20027,10.231,0.25585,97.186,6.03E+05
26.778,59.265,3.3398,4.8539,36.245,18.375,7.8764,0.20031,10.231,0.2559,97.185,6.04E+05
26.777,59.262,3.3398,4.854,36.245,18.374,7.8762,0.20035,10.231,0.25594,97.184,6.05E+05
26.777,59.259,3.3398,4.8541,36.244,18.373,7.876,0.20039,10.23,0.25598,97.183,6.07E+05
26.776,59.256,3.3398,4.8542,36.244,18.372,7.8758,0.20043,10.23,0.25603,97.182,6.08E+05
26.776,59.253,3.3398,4.8543,36.243,18.372,7.8756,0.20047,10.23,0.25607,97.181,6.09E+05
26.775,59.25,3.3398,4.8544,36.243,18.371,7.8753,0.2005,10.229,0.25612,97.181,6.11E+05
26.774,59.247,3.3398,4.8545,36.242,18.37,7.8751,0.20054,10.229,0.25616,97.18,6.12E+05
26.774,59.244,3.3398,4.8546,36.242,18.369,7.8749,0.20058,10.229,0.25621,97.179,6.13E+05
26.773,59.241,3.3398,4.8547,36.241,18.369,7.8747,0.20062,10.229,0.25625,97.178,6.15E+05
26.773,59.237,3.3398,4.8548,36.241,18.368,7.8745,0.20066,10.228,0.2563,97.177,6.16E+05
26.772,59.234,3.3398,4.8549,36.241,18.367,7.8743,0.2007,10.228,0.25634,97.176,6.17E+05
26.772,59.231,3.3398,4.855,36.24,18.366,7.8741,0.20074,10.228,0.25639,97.175,6.19E+05
26.771,59.228,3.3399,4.8551,36.24,18.365,7.8739,0.20078,10.227,0.25643,97.174,6.20E+05
26.771,59.225,3.3399,4.8552,36.239,18.365,7.8737,0.20082,10.227,0.25648,97.173,6.21E+05
26.77,59.221,3.3399,4.8553,36.239,18.364,7.8735,0.20086,10.227,0.25653,97.172,6.23E+05
26.77,59.218,3.3399,4.8554,36.238,18.363,7.8732,0.2009,10.226,0.25657,97.172,6.24E+05
26.769,59.215,3.3399,4.8555,36.238,18.362,7.873,0.20094,10.226,0.25662,97.171,6.25E+05
26.768,59.212,3.3399,4.8556,36.237,18.361,7.8728,0.20098,10.226,0.25666,97.17,6.27E+05
26.768,59.209,3.3399,4.8558,36.237,18.361,7.8726,0.20102,10.226,0.25671,97.169,6.28E+05
26.767,59.205,3.3399,4.8559,36.236,18.36,7.8724,0.20106,10.225,0.25676,97.168,6.29E+05
26.767,59.202,3.3399,4.856,36.236,18.359,7.8722,0.2011,10.225,0.2568,97.167,6.31E+05
26.766,59.199,3.34,4.8561,36.236,18.358,7.872,0.20114,10.225,0.25685,97.166,6.32E+05
26.766,59.196,3.34,4.8562,36.235,18.357,7.8718,0.20118,10.224,0.2569,97.165,6.33E+05
26.765,59.192,3.34,4.8564,36.235,18.356,7.8716,0.20122,10.224,0.25694,97.164,6.35E+05
26.765,59.189,3.34,4.8565,36.234,18.356,7.8714,0.20127,10.224,0.25699,97.163,6.36E+05
26.764,59.186,3.34,4.8566,36.234,18.355,7.8712,0.20131,10.223,0.25704,97.162,6.38E+05
26.763,59.182,3.34,4.8567,36.233,18.354,7.871,0.20135,10.223,0.25709,97.161,6.39E+05
26.763,59.179,3.3401,4.8569,36.233,18.353,7.8708,0.20139,10.223,0.25713,97.16,6.41E+05
26.762,59.176,3.3401,4.857,36.232,18.352,7.8706,0.20143,10.223,0.25718,97.16,6.42E+05
26.762,59.172,3.3401,4.8571,36.232,18.351,7.8704,0.20148,10.222,0.25723,97.159,6.43E+05
26.761,59.169,3.3401,4.8573,36.231,18.351,7.8703,0.20152,10.222,0.25728,97.158,6.45E+05
26.761,59.166,3.3402,4.8574,36.231,18.35,7.8701,0.20156,10.222,0.25733,97.157,6.46E+05
26.76,59.162,3.3402,4.8575,36.23,18.349,7.8699,0.2016,10.221,0.25738,97.156,6.48E+05
26.76,59.159,3.3402,4.8577,36.23,18.348,7.8697,0.20165,10.221,0.25743,97.155,6.49E+05
26.759,59.156,3.3402,4.8578,36.23,18.347,7.8695,0.20169,10.221,0.25747,97.154,6.50E+05
26.758,59.152,3.3403,4.8579,36.229,18.346,7.8693,0.20173,10.221,0.25752,97.153,6.52E+05
26.758,59.149,3.3403,4.8581,36.229,18.345,7.8691,0.20178,10.22,0.25757,97.152,6.53E+05
26.757,59.145,3.3403,4.8582,36.228,18.345,7.8689,0.20182,10.22,0.25762,97.151,6.55E+05
26.757,59.142,3.3404,4.8584,36.228,18.344,7.8687,0.20187,10.22,0.25767,97.15,6.56E+05
26.756,59.138,3.3404,4.8585,36.227,18.343,7.8686,0.20191,10.22,0.25772,97.149,6.58E+05
26.756,59.135,3.3404,4.8586,36.227,18.342,7.8684,0.20195,10.219,0.25777,97.148,6.59E+05
26.755,59.132,3.3405,4.8588,36.226,18.341,7.8682,0.202,10.219,0.25782,97.147,6.60E+05
26.754,59.128,3.3405,4.8589,36.226,18.34,7.868,0.20204,10.219,0.25787,97.146,6.62E+05
26.754,59.125,3.3405,4.8591,36.225,18.339,7.8678,0.20209,10.218,0.25792,97.145,6.63E+05
26.753,59.121,3.3406,4.8592,36.225,18.339,7.8677,0.20213,10.218,0.25797,97.144,6.65E+05
26.753,59.118,3.3406,4.8594,36.224,18.338,7.8675,0.20218,10.218,0.25802,97.143,6.66E+05
26.752,59.114,3.3406,4.8595,36.224,18.337,7.8673,0.20222,10.218,0.25807,97.142,6.68E+05
26.751,59.111,3.3407,4.8597,36.224,18.336,7.8671,0.20227,10.217,0.25812,97.141,6.69E+05
26.751,59.107,3.3407,4.8598,36.223,18.335,7.8669,0.20231,10.217,0.25818,97.14,6.71E+05
26.75,59.104,3.3408,4.86,36.223,18.334,7.8668,0.20236,10.217,0.25823,97.139,6.72E+05
26.75,59.1,3.3408,4.8602,36.222,18.333,7.8666,0.2024,10.217,0.25828,97.138,6.74E+05
26.749,59.096,3.3409,4.8603,36.222,18.332,7.8664,0.20245,10.216,0.25833,97.137,6.75E+05
26.749,59.093,3.3409,4.8605,36.221,18.331,7.8663,0.2025,10.216,0.25838,97.136,6.77E+05
26.748,59.089,3.3409,4.8606,36.221,18.33,7.8661,0.20254,10.216,0.25843,97.135,6.78E+05
26.747,59.086,3.341,4.8608,36.22,18.33,7.8659,0.20259,10.216,0.25849,97.135,6.80E+05
26.747,59.082,3.341,4.861,36.22,18.329,7.8657,0.20264,10.215,0.25854,97.134,6.81E+05
26.746,59.079,3.3411,4.8611,36.219,18.328,7.8656,0.20268,10.215,0.25859,97.133,6.83E+05
26.746,59.075,3.3411,4.8613,36.219,18.327,7.8654,0.20273,10.215,0.25864,97.132,6.84E+05
26.745,59.071,3.3412,4.8615,36.218,18.326,7.8652,0.20278,10.215,0.2587,97.131,6.86E+05
26.744,59.068,3.3412,4.8617,36.218,18.325,7.8651,0.20283,10.214,0.25875,97.13,6.87E+05
26.744,59.064,3.3413,4.8618,36.218,18.324,7.8649,0.20287,10.214,0.2588,97.129,6.89E+05
26.743,59.06,3.3414,4.862,36.217,18.323,7.8648,0.20292,10.214,0.25886,97.128,6.90E+05
26.743,59.057,3.3414,4.8622,36.217,18.322,7.8646,0.20297,10.214,0.25891,97.127,6.92E+05
26.742,59.053,3.3415,4.8623,36.216,18.321,7.8644,0.20302,10.213,0.25896,97.126,6.93E+05
26.741,59.049,3.3415,4.8625,36.216,18.32,7.8643,0.20307,10.213,0.25902,97.125,6.95E+05
26.741,59.046,3.3416,4.8627,36.215,18.319,7.8641,0.20312,10.213,0.25907,97.124,6.96E+05
26.74,59.042,3.3416,4.8629,36.215,18.318,7.864,0.20317,10.213,0.25913,97.122,6.98E+05
26.74,59.038,3.3417,4.8631,36.214,18.318,7.8638,0.20321,10.212,0.25918,97.121,6.99E+05
26.739,59.035,3.3418,4.8633,36.214,18.317,7.8637,0.20326,10.212,0.25924,97.12,7.01E+05
26.738,59.031,3.3418,4.8634,36.213,18.316,7.8635,0.20331,10.212,0.25929,97.119,7.02E+05
26.738,59.027,3.3419,4.8636,36.213,18.315,7.8633,0.20336,10.212,0.25935,97.118,7.04E+05
26.737,59.023,3.342,4.8638,36.212,18.314,7.8632,0.20341,10.211,0.2594,97.117,7.05E+05
26.736,59.02,3.342,4.864,36.212,18.313,7.863,0.20346,10.211,0.25946,97.116,7.07E+05
26.736,59.016,3.3421,4.8642,36.211,18.312,7.8629,0.20351,10.211,0.25951,97.115,7.08E+05
26.735,59.012,3.3422,4.8644,36.211,18.311,7.8627,0.20356,10.211,0.25957,97.114,7.10E+05
26.735,59.008,3.3422,4.8646,36.21,18.31,7.8626,0.20361,10.21,0.25963,97.113,7.12E+05
26.734,59.004,3.3423,4.8648,36.21,18.309,7.8625,0.20367,10.21,0.25968,97.112,7.13E+05
26.733,59.001,3.3424,4.865,36.21,18.308,7.8623,0.20372,10.21,0.25974,97.111,7.15E+05
26.733,58.997,3.3424,4.8652,36.209,18.307,7.8622,0.20377,10.21,0.2598,97.11,7.16E+05
26.732,58.993,3.3425,4.8654,36.209,18.306,7.862,0.20382,10.209,0.25985,97.109,7.18E+05
26.732,58.989,3.3426,4.8656,36.208,18.305,7.8619,0.20387,10.209,0.25991,97.108,7.19E+05
26.731,58.985,3.3427,4.8658,36.208,18.304,7.8617,0.20392,10.209,0.25997,97.107,7.21E+05
26.73,58.981,3.3427,4.866,36.207,18.303,7.8616,0.20398,10.209,0.26002,97.106,7.23E+05
26.73,58.977,3.3428,4.8662,36.207,18.302,7.8615,0.20403,10.209,0.26008,97.105,7.24E+05
26.729,58.973,3.3429,4.8664,36.206,18.301,7.8613,0.20408,10.208,0.26014,97.104,7.26E+05
26.728,58.97,3.343,4.8666,36.206,18.3,7.8612,0.20413,10.208,0.2602,97.103,7.27E+05
26.728,58.966,3.3431,4.8668,36.205,18.299,7.8611,0.20419,10.208,0.26026,97.102,7.29E+05
26.727,58.962,3.3431,4.867,36.205,18.298,7.8609,0.20424,10.208,0.26031,97.101,7.31E+05
26.727,58.958,3.3432,4.8672,36.204,18.297,7.8608,0.20429,10.208,0.26037,97.1,7.32E+05
26.726,58.954,3.3433,4.8675,36.204,18.296,7.8607,0.20435,10.207,0.26043,97.099,7.34E+05
26.725,58.95,3.3434,4.8677,36.203,18.295,7.8605,0.2044,10.207,0.26049,97.098,7.35E+05
26.725,58.946,3.3435,4.8679,36.203,18.294,7.8604,0.20445,10.207,0.26055,97.096,7.37E+05
26.724,58.942,3.3436,4.8681,36.202,18.293,7.8603,0.20451,10.207,0.26061,97.095,7.38E+05
26.723,58.938,3.3437,4.8683,36.202,18.292,7.8602,0.20456,10.206,0.26067,97.094,7.40E+05
26.723,58.934,3.3437,4.8686,36.201,18.291,7.86,0.20462,10.206,0.26073,97.093,7.42E+05
26.722,58.93,3.3438,4.8688,36.201,18.29,7.8599,0.20467,10.206,0.26079,97.092,7.43E+05
26.721,58.926,3.3439,4.869,36.201,18.289,7.8598,0.20473,10.206,0.26085,97.091,7.45E+05
26.721,58.922,3.344,4.8692,36.2,18.288,7.8597,0.20478,10.206,0.26091,97.09,7.47E+05
26.72,58.918,3.3441,4.8695,36.2,18.287,7.8596,0.20484,10.205,0.26097,97.089,7.48E+05
26.719,58.914,3.3442,4.8697,36.199,18.286,7.8595,0.2049,10.205,0.26103,97.088,7.50E+05
26.719,58.91,3.3443,4.8699,36.199,18.285,7.8593,0.20495,10.205,0.2611,97.087,7.52E+05
26.718,58.906,3.3444,4.8702,36.198,18.284,7.8592,0.20501,10.205,0.26116,97.086,7.53E+05
26.718,58.901,3.3445,4.8704,36.198,18.283,7.8591,0.20507,10.205,0.26122,97.085,7.55E+05
26.717,58.897,3.3446,4.8706,36.197,18.282,7.859,0.20512,10.204,0.26128,97.083,7.57E+05
26.716,58.893,3.3447,4.8709,36.197,18.281,7.8589,0.20518,10.204,0.26134,97.082,7.58E+05
26.716,58.889,3.3448,4.8711,36.196,18.279,7.8588,0.20524,10.204,0.26141,97.081,7.60E+05
26.715,58.885,3.3449,4.8714,36.196,18.278,7.8587,0.20529,10.204,0.26147,97.08,7.62E+05
26.714,58.881,3.345,4.8716,36.195,18.277,7.8586,0.20535,10.204,0.26153,97.079,7.63E+05
26.714,58.877,3.3451,4.8718,36.195,18.276,7.8585,0.20541,10.203,0.26159,97.078,7.65E+05
26.713,58.872,3.3452,4.8721,36.194,18.275,7.8584,0.20547,10.203,0.26166,97.077,7.67E+05
26.712,58.868,3.3453,4.8723,36.194,18.274,7.8583,0.20553,10.203,0.26172,97.076,7.68E+05
26.712,58.864,3.3455,4.8726,36.193,18.273,7.8582,0.20559,10.203,0.26179,97.075,7.70E+05
26.711,58.86,3.3456,4.8729,36.193,18.272,7.8581,0.20565,10.203,0.26185,97.073,7.72E+05
26.71,58.855,3.3457,4.8731,36.192,18.271,7.858,0.2057,10.203,0.26191,97.072,7.73E+05
26.71,58.851,3.3458,4.8734,36.192,18.27,7.8579,0.20576,10.202,0.26198,97.071,7.75E+05
26.709,58.847,3.3459,4.8736,36.191,18.269,7.8578,0.20582,10.202,0.26204,97.07,7.77E+05
26.708,58.843,3.346,4.8739,36.191,18.268,7.8577,0.20588,10.202,0.26211,97.069,7.78E+05
26.708,58.838,3.3461,4.8741,36.19,18.267,7.8576,0.20594,10.202,0.26217,97.068,7.80E+05
26.707,58.834,3.3463,4.8744,36.19,18.265,7.8575,0.20601,10.202,0.26224,97.067,7.82E+05
26.706,58.83,3.3464,4.8747,36.189,18.264,7.8574,0.20607,10.201,0.26231,97.066,7.84E+05
26.706,58.825,3.3465,4.8749,36.189,18.263,7.8573,0.20613,10.201,0.26237,97.064,7.85E+05
26.705,58.821,3.3466,4.8752,36.188,18.262,7.8572,0.20619,10.201,0.26244,97.063,7.87E+05
26.704,58.817,3.3468,4.8755,36.188,18.261,7.8571,0.20625,10.201,0.2625,97.062,7.89E+05
26.704,58.812,3.3469,4.8758,36.187,18.26,7.8571,0.20631,10.201,0.26257,97.061,7.91E+05
26.703,58.808,3.347,4.876,36.187,18.259,7.857,0.20638,10.201,0.26264,97.06,7.92E+05
26.702,58.803,3.3471,4.8763,36.186,18.258,7.8569,0.20644,10.2,0.26271,97.059,7.94E+05
26.701,58.799,3.3473,4.8766,36.186,18.256,7.8568,0.2065,10.2,0.26277,97.058,7.96E+05
26.701,58.795,3.3474,4.8769,36.186,18.255,7.8568,0.20656,10.2,0.26284,97.056,7.98E+05
26.7,58.79,3.3475,4.8771,36.185,18.254,7.8567,0.20663,10.2,0.26291,97.055,7.99E+05
26.699,58.786,3.3477,4.8774,36.185,18.253,7.8566,0.20669,10.2,0.26298,97.054,8.01E+05
26.699,58.781,3.3478,4.8777,36.184,18.252,7.8565,0.20675,10.2,0.26305,97.053,8.03E+05
26.698,58.777,3.3479,4.878,36.184,18.251,7.8565,0.20682,10.199,0.26312,97.052,8.05E+05
26.697,58.772,3.3481,4.8783,36.183,18.25,7.8564,0.20688,10.199,0.26319,97.051,8.06E+05
26.697,58.768,3.3482,4.8786,36.183,18.248,7.8563,0.20695,10.199,0.26326,97.049,8.08E+05
26.696,58.763,3.3484,4.8789,36.182,18.247,7.8563,0.20701,10.199,0.26333,97.048,8.10E+05
26.695,58.759,3.3485,4.8792,36.182,18.246,7.8562,0.20708,10.199,0.2634,97.047,8.12E+05
26.694,58.754,3.3487,4.8795,36.181,18.245,7.8561,0.20714,10.199,0.26347,97.046,8.13E+05
26.694,58.749,3.3488,4.8798,36.181,18.244,7.8561,0.20721,10.199,0.26354,97.045,8.15E+05
26.693,58.745,3.3489,4.8801,36.18,18.243,7.856,0.20728,10.198,0.26361,97.043,8.17E+05
26.692,58.74,3.3491,4.8804,36.18,18.241,7.856,0.20734,10.198,0.26368,97.042,8.19E+05
26.692,58.736,3.3492,4.8807,36.179,18.24,7.8559,0.20741,10.198,0.26375,97.041,8.20E+05
26.691,58.731,3.3494,4.881,36.179,18.239,7.8559,0.20748,10.198,0.26382,97.04,8.22E+05
26.69,58.726,3.3495,4.8813,36.178,18.238,7.8558,0.20754,10.198,0.2639,97.039,8.24E+05
26.689,58.722,3.3497,4.8816,36.178,18.237,7.8557,0.20761,10.198,0.26397,97.037,8.26E+05
26.689,58.717,3.3499,4.8819,36.177,18.235,7.8557,0.20768,10.198,0.26404,97.036,8.28E+05
26.688,58.712,3.35,4.8822,36.176,18.234,7.8557,0.20775,10.197,0.26411,97.035,8.29E+05
26.687,58.708,3.3502,4.8826,36.176,18.233,7.8556,0.20782,10.197,0.26419,97.034,8.31E+05
26.686,58.703,3.3503,4.8829,36.175,18.232,7.8556,0.20789,10.197,0.26426,97.033,8.33E+05
26.686,58.698,3.3505,4.8832,36.175,18.23,7.8555,0.20796,10.197,0.26434,97.031,8.35E+05
26.685,58.693,3.3507,4.8835,36.174,18.229,7.8555,0.20803,10.197,0.26441,97.03,8.37E+05
26.684,58.689,3.3508,4.8839,36.174,18.228,7.8554,0.2081,10.197,0.26449,97.029,8.39E+05
26.684,58.684,3.351,4.8842,36.173,18.227,7.8554,0.20817,10.197,0.26456,97.028,8.40E+05
26.683,58.679,3.3512,4.8845,36.173,18.226,7.8554,0.20824,10.197,0.26464,97.026,8.42E+05
26.682,58.674,3.3513,4.8849,36.172,18.224,7.8553,0.20831,10.196,0.26471,97.025,8.44E+05
26.681,58.669,3.3515,4.8852,36.172,18.223,7.8553,0.20838,10.196,0.26479,97.024,8.46E+05
26.681,58.664,3.3517,4.8855,36.171,18.222,7.8553,0.20845,10.196,0.26486,97.023,8.48E+05
26.68,58.659,3.3519,4.8859,36.171,18.22,7.8553,0.20852,10.196,0.26494,97.021,8.50E+05
26.679,58.655,3.352,4.8862,36.17,18.219,7.8552,0.20859,10.196,0.26502,97.02,8.52E+05
26.678,58.65,3.3522,4.8866,36.17,18.218,7.8552,0.20867,10.196,0.2651,97.019,8.54E+05
26.677,58.645,3.3524,4.8869,36.169,18.217,7.8552,0.20874,10.196,0.26517,97.018,8.56E+05
26.677,58.64,3.3526,4.8872,36.169,18.215,7.8552,0.20881,10.196,0.26525,97.016,8.57E+05
26.676,58.635,3.3528,4.8876,36.168,18.214,7.8552,0.20889,10.195,0.26533,97.015,8.59E+05
26.675,58.63,3.3529,4.888,36.168,18.213,7.8551,0.20896,10.195,0.26541,97.014,8.61E+05
26.674,58.625,3.3531,4.8883,36.167,18.212,7.8551,0.20904,10.195,0.26549,97.013,8.63E+05
26.674,58.62,3.3533,4.8887,36.167,18.21,7.8551,0.20911,10.195,0.26557,97.011,8.65E+05
26.673,58.615,3.3535,4.889,36.166,18.209,7.8551,0.20918,10.195,0.26565,97.01,8.67E+05
26.672,58.61,3.3537,4.8894,36.166,18.208,7.8551,0.20926,10.195,0.26573,97.009,8.69E+05
26.671,58.604,3.3539,4.8898,36.165,18.206,7.8551,0.20934,10.195,0.26581,97.007,8.71E+05
26.67,58.599,3.3541,4.8901,36.164,18.205,7.8551,0.20941,10.195,0.26589,97.006,8.73E+05
26.67,58.594,3.3543,4.8905,36.164,18.204,7.8551,0.20949,10.195,0.26597,97.005,8.75E+05
26.669,58.589,3.3545,4.8909,36.163,18.202,7.8551,0.20957,10.195,0.26605,97.004,8.77E+05
26.668,58.584,3.3547,4.8912,36.163,18.201,7.8551,0.20964,10.194,0.26613,97.002,8.79E+05
26.667,58.579,3.3549,4.8916,36.162,18.2,7.8551,0.20972,10.194,0.26622,97.001,8.80E+05
26.667,58.574,3.3551,4.892,36.162,18.198,7.8551,0.2098,10.194,0.2663,97,8.82E+05
26.666,58.568,3.3553,4.8924,36.161,18.197,7.8551,0.20988,10.194,0.26638,96.998,8.84E+05
26.665,58.563,3.3555,4.8928,36.161,18.196,7.8551,0.20995,10.194,0.26647,96.997,8.86E+05
26.664,58.558,3.3557,4.8932,36.16,18.194,7.8551,0.21003,10.194,0.26655,96.996,8.88E+05
26.663,58.552,3.3559,4.8935,36.16,18.193,7.8551,0.21011,10.194,0.26663,96.994,8.90E+05
26.662,58.547,3.3561,4.8939,36.159,18.191,7.8552,0.21019,10.194,0.26672,96.993,8.92E+05
26.662,58.542,3.3563,4.8943,36.158,18.19,7.8552,0.21027,10.194,0.2668,96.992,8.94E+05
26.661,58.537,3.3566,4.8947,36.158,18.189,7.8552,0.21035,10.194,0.26689,96.99,8.96E+05
26.66,58.531,3.3568,4.8951,36.157,18.187,7.8552,0.21043,10.194,0.26697,96.989,8.98E+05
26.659,58.526,3.357,4.8955,36.157,18.186,7.8553,0.21052,10.194,0.26706,96.988,9.00E+05
26.658,58.52,3.3572,4.8959,36.156,18.184,7.8553,0.2106,10.193,0.26715,96.986,9.02E+05
26.657,58.515,3.3574,4.8963,36.156,18.183,7.8553,0.21068,10.193,0.26723,96.985,9.04E+05
26.657,58.509,3.3577,4.8968,36.155,18.182,7.8553,0.21076,10.193,0.26732,96.983,9.06E+05
26.656,58.504,3.3579,4.8972,36.154,18.18,7.8554,0.21084,10.193,0.26741,96.982,9.08E+05
26.655,58.498,3.3581,4.8976,36.154,18.179,7.8554,0.21093,10.193,0.2675,96.981,9.10E+05
26.654,58.493,3.3584,4.898,36.153,18.177,7.8554,0.21101,10.193,0.26759,96.979,9.12E+05
26.653,58.487,3.3586,4.8984,36.153,18.176,7.8555,0.2111,10.193,0.26768,96.978,9.14E+05
26.652,58.482,3.3588,4.8988,36.152,18.174,7.8555,0.21118,10.193,0.26777,96.977,9.16E+05
26.651,58.476,3.3591,4.8993,36.151,18.173,7.8556,0.21126,10.193,0.26786,96.975,9.18E+05
26.651,58.471,3.3593,4.8997,36.151,18.171,7.8556,0.21135,10.193,0.26795,96.974,9.20E+05
26.65,58.465,3.3595,4.9001,36.15,18.17,7.8557,0.21144,10.193,0.26804,96.972,9.22E+05
26.649,58.459,3.3598,4.9006,36.15,18.169,7.8557,0.21152,10.193,0.26813,96.971,9.24E+05
26.648,58.454,3.36,4.901,36.149,18.167,7.8558,0.21161,10.193,0.26822,96.97,9.26E+05
26.647,58.448,3.3603,4.9014,36.149,18.166,7.8558,0.21169,10.193,0.26831,96.968,9.27E+05
26.646,58.442,3.3605,4.9019,36.148,18.164,7.8559,0.21178,10.193,0.26841,96.967,9.29E+05
26.645,58.436,3.3608,4.9023,36.147,18.163,7.8559,0.21187,10.192,0.2685,96.965,9.31E+05
26.644,58.431,3.361,4.9028,36.147,18.161,7.856,0.21196,10.192,0.26859,96.964,9.33E+05
26.643,58.425,3.3613,4.9032,36.146,18.16,7.856,0.21205,10.192,0.26869,96.962,9.35E+05
26.642,58.419,3.3615,4.9037,36.145,18.158,7.8561,0.21213,10.192,0.26878,96.961,9.37E+05
26.642,58.413,3.3618,4.9041,36.145,18.157,7.8562,0.21222,10.192,0.26888,96.96,9.39E+05
26.641,58.407,3.3621,4.9046,36.144,18.155,7.8562,0.21231,10.192,0.26897,96.958,9.41E+05
26.64,58.402,3.3623,4.905,36.144,18.153,7.8563,0.2124,10.192,0.26907,96.957,9.43E+05
26.639,58.396,3.3626,4.9055,36.143,18.152,7.8564,0.21249,10.192,0.26916,96.955,9.45E+05
26.638,58.39,3.3628,4.906,36.142,18.15,7.8565,0.21259,10.192,0.26926,96.954,9.47E+05
26.637,58.384,3.3631,4.9064,36.142,18.149,7.8565,0.21268,10.192,0.26936,96.952,9.49E+05
26.636,58.378,3.3634,4.9069,36.141,18.147,7.8566,0.21277,10.192,0.26946,96.951,9.50E+05
26.635,58.372,3.3637,4.9074,36.14,18.146,7.8567,0.21286,10.192,0.26955,96.949,9.52E+05
26.634,58.366,3.3639,4.9079,36.14,18.144,7.8568,0.21295,10.192,0.26965,96.948,9.54E+05
26.633,58.36,3.3642,4.9083,36.139,18.142,7.8568,0.21305,10.192,0.26975,96.946,9.56E+05
26.632,58.354,3.3645,4.9088,36.138,18.141,7.8569,0.21314,10.192,0.26985,96.945,9.58E+05
26.631,58.347,3.3648,4.9093,36.138,18.139,7.857,0.21323,10.192,0.26995,96.943,9.60E+05
26.63,58.341,3.365,4.9098,36.137,18.138,7.8571,0.21333,10.192,0.27005,96.942,9.62E+05
26.629,58.335,3.3653,4.9103,36.136,18.136,7.8572,0.21342,10.192,0.27015,96.94,9.64E+05
26.628,58.329,3.3656,4.9108,36.136,18.134,7.8573,0.21352,10.192,0.27026,96.939,9.66E+05
26.627,58.323,3.3659,4.9112,36.135,18.133,7.8574,0.21361,10.192,0.27036,96.937,9.68E+05
26.626,58.317,3.3662,4.9117,36.134,18.131,7.8575,0.21371,10.192,0.27046,96.936,9.70E+05
26.625,58.31,3.3665,4.9122,36.134,18.13,7.8575,0.21381,10.192,0.27056,96.934,9.72E+05
26.624,58.304,3.3667,4.9127,36.133,18.128,7.8576,0.2139,10.192,0.27067,96.933,9.73E+05
26.623,58.298,3.367,4.9132,36.132,18.126,7.8577,0.214,10.192,0.27077,96.931,9.75E+05
26.622,58.291,3.3673,4.9137,36.132,18.125,7.8578,0.2141,10.192,0.27088,96.93,9.77E+05
26.621,58.285,3.3676,4.9143,36.131,18.123,7.8579,0.2142,10.191,0.27098,96.928,9.79E+05
26.62,58.279,3.3679,4.9148,36.13,18.121,7.858,0.2143,10.191,0.27109,96.927,9.81E+05
26.619,58.272,3.3682,4.9153,36.13,18.12,7.8581,0.21439,10.191,0.27119,96.925,9.83E+05
26.618,58.266,3.3685,4.9158,36.129,18.118,7.8582,0.21449,10.191,0.2713,96.923,9.85E+05
26.617,58.26,3.3688,4.9163,36.128,18.116,7.8583,0.21459,10.191,0.27141,96.922,9.87E+05
26.616,58.253,3.3691,4.9168,36.127,18.115,7.8584,0.21469,10.191,0.27152,96.92,9.89E+05
26.615,58.247,3.3694,4.9173,36.127,18.113,7.8585,0.21479,10.191,0.27162,96.919,9.91E+05
26.614,58.24,3.3697,4.9179,36.126,18.111,7.8586,0.2149,10.191,0.27173,96.917,9.93E+05
26.613,58.234,3.37,4.9184,36.125,18.109,7.8587,0.215,10.191,0.27184,96.916,9.95E+05
26.612,58.227,3.3703,4.9189,36.125,18.108,7.8588,0.2151,10.191,0.27195,96.914,9.97E+05
26.611,58.221,3.3706,4.9194,36.124,18.106,7.859,0.2152,10.191,0.27206,96.912,9.99E+05
